gh7,impact,pred_intrinsic
tdr1kt2,61.14348142753096,63.09681587687987
tdr1kte,71.06700655498908,90.20643868789341
tdr1kwn,89.89439184268026,94.11561091084681
tdr1kwr,90.38601602330662,93.37196225395526
tdr1kxb,43.13546977421704,84.94529132837295
tdr1m55,21.04879825200291,42.772319336365996
tdr1m57,32.95702840495266,45.132848592577524
tdr1m8p,53.27749453750911,73.97148680922098
tdr1m9p,23.142753095411507,68.7084244989879
tdr1mb0,50.68281136198106,65.43270174621013
tdr1mc3,3.5142024763292063,49.79113452120343
tdr1mg1,36.01602330662782,35.920787623410256
tdr1mg3,34.796067006554985,35.34573927451566
tdr1mg6,36.10706482155863,46.32714612674755
tdr1mjx,34.304442825928625,62.770157383161056
tdr1mnq,59.48652585579024,79.42347352751487
tdr1mnr,50.34595775673707,81.27034313323327
tdr1mny,47.57829570284049,54.65772264992635
tdr1mpp,67.45265841223598,71.49882360920606
tdr1mpr,78.04078659868901,77.93239206249149
tdr1mpx,78.71449380917699,79.7759847715424
tdr1mq6,15.112891478514204,36.72833016789432
tdr1mqr,48.59796067006555,51.09563937176343
tdr1mr6,46.30371449380918,74.13867504239471
tdr1mr7,45.59359067734887,75.86523100897338
tdr1mrd,65.91405680990532,89.99692585166629
tdr1mry,17.680262199563003,64.331115546252
tdr1ms2,52.38528769118717,51.68834252970751
tdr1mst,26.474872541879098,60.75879282710316
tdr1msw,13.7836853605244,49.69519179428455
tdr1mt0,42.22505462490896,53.5546953326204
tdr1mt2,34.37727603787327,39.70845539337449
tdr1mte,34.2680262199563,65.25950000952915
tdr1mts,42.86234522942462,69.85797344622299
tdr1mvd,72.12308812818645,60.06001534153456
tdr1mve,72.63292061179898,67.07250356152532
tdr1mvf,69.90167516387473,69.54073729291562
tdr1mvg,65.69555717407137,70.36421341727308
tdr1mvu,62.4544792425346,55.64876856391092
tdr1mw3,58.621631463947566,73.9151706581722
tdr1mw8,67.9169701383831,82.44964527011109
tdr1mwb,67.17042971595048,68.49633233730289
tdr1mx0,65.18572469045884,58.128321920450766
tdr1mx2,50.68281136198106,61.03699099592244
tdr1mxq,84.95994173343044,67.87994026681864
tdr1mxr,87.14493809176986,78.82552051034173
tdr1myv,59.013109978150034,48.30296267240176
tdr1myy,56.418426802621994,66.98254290614928
tdr1myz,61.234522942461766,65.63547875755268
tdr1mz2,80.51711580480699,86.34630839929099
tdr1mz8,89.18426802621995,81.1946978140637
tdr1ncd,88.82010196649672,65.46863191325635
tdr1nce,86.47123088128187,62.777958367534005
tdr1ncf,87.23597960670065,77.78834762117403
tdr1ncg,77.20320466132556,68.86204068645166
tdr1ncs,79.78878368536051,51.69140873709501
tdr1nct,76.34741442097597,66.6326226983861
tdr1ncu,79.87982520029134,66.39070253628189
tdr1ncv,78.5142024763292,54.535607028215935
tdr1ncw,70.08375819373634,34.30845138068021
tdr1ncx,65.40422432629279,53.758595991716184
tdr1nf4,97.23233794610341,73.66335132784043
tdr1npy,4.879825200291333,45.1299502729746
tdr1nzv,59.14056809905317,70.45170407702129
tdr1nzy,60.84304442825928,72.7269519151143
tdr1p5k,58.30298616168973,20.94858692784994
tdr1p8s,77.36707938820102,59.66942221886603
tdr1p96,84.34085943190095,74.96708878937444
tdr1p97,75.69191551347414,34.508936765750754
tdr1p9d,85.16023306627822,101.27008066011103
tdr1php,59.10415149308085,34.410663667569345
tdr1pk1,69.31900946831755,84.59755008892706
tdr1pk3,78.44136926438456,76.36221449424252
tdr1pnc,50.43699927166788,76.37013120513838
tdr1pnu,70.53896576839038,61.077569580320514
tdr1pp1,64.85797523670794,69.96099976491011
tdr1pp4,68.00801165331391,85.96788667265209
tdr1pp5,61.99927166788055,71.46433205745574
tdr1pry,42.680262199563,57.03633585885948
tdr1q0n,1.1471230881281864,50.30303659893265
tdr1qbe,42.37072104879825,44.99392474530302
tdr1qbg,38.47414420975965,81.38600023590995
tdr1qbh,57.75673707210488,38.884560663156655
tdr1qbj,61.58048069919884,79.94993438401542
tdr1qc2,70.97596504005827,57.449913096914884
tdr1qc3,57.356154406409324,50.377307594116566
tdr1qc8,70.81209031318281,48.444273058857995
tdr1qc9,68.55426074289876,75.05393686392505
tdr1qcb,73.72541879096867,82.67600899562498
tdr1qdr,62.682083029861616,47.13014906873716
tdr1qdv,83.3211944646759,50.42073860336691
tdr1qdw,76.96649672250547,71.48167705630196
tdr1qdx,85.56081573197378,89.33970700228599
tdr1qdy,94.11871813546978,92.86930734983716
tdr1qeg,35.77931536780772,59.88899505568514
tdr1qej,78.38674435542607,79.7575464567731
tdr1qeq,62.49089584850692,46.676403603714604
tdr1qes,69.08230152949744,57.518800803325654
tdr1qeu,34.705025491624184,36.76719600115447
tdr1qf0,61.03423160961399,76.64239952740816
tdr1qmx,95.0109249817917,88.79004834595229
tdr1qmz,84.19519300801164,43.111297831706025
tdr1qnb,58.39402767662054,65.19565508798281
tdr1qnc,48.925710123816465,50.67373127361863
tdr1qpn,4.497450837581937,44.519951719019645
tdr1qqm,68.68171886380189,77.94964463773805
tdr1qqq,76.78441369264385,52.121616050646345
tdr1qqt,64.49380917698471,86.36441139398983
tdr1qqv,55.08011653313911,57.008178265085924
tdr1qrf,68.7727603787327,75.75513557630029
tdr1qs5,36.43481427530954,58.520429178563276
tdr1qsc,34.013109978150034,31.888404325897042
tdr1qt2,80.44428259286235,77.09488394901692
tdr1qt8,85.41514930808448,85.00993585362156
tdr1qt9,83.44865258557903,63.12171658116159
tdr1qtd,65.36780772032047,38.60318293961155
tdr1qtq,9.304442825928623,59.44047258162922
tdr1qv1,21.613255644573925,57.24977156570192
tdr1qwd,70.5753823743627,69.97248692409019
tdr1qwe,67.95338674435543,64.59136536227392
tdr1qwq,77.87691187181355,68.46667150445803
tdr1qws,76.3292061179898,72.95397658185996
tdr1qwt,78.8055353241078,63.52686679920511
tdr1qww,77.03932993445011,72.62186001984539
tdr1qwy,74.83612527312454,40.67431383988132
tdr1qx4,60.81573197378004,16.70453327119696
tdr1qxq,21.522214129643118,41.814595636554365
tdr1qy5,29.20611798980335,44.4176631920724
tdr1qy7,40.91405680990532,43.316818054966205
tdr1qyd,27.47632920611799,59.12453386439943
tdr1qye,32.15586307356154,53.04793561444733
tdr1qzg,16.332847778587038,55.15910511016151
tdr1r5k,48.57975236707939,93.80717207448988
tdr1re3,63.63801893663511,36.003262081751025
tdr1re9,64.8761835396941,36.51597493290131
tdr1rhw,35.99781500364166,55.801172119419036
tdr1rn8,29.169701383831026,60.06285287274624
tdr1rp2,39.038601602330665,68.41958686453513
tdr1rp8,42.0611798980335,68.2827654604801
tdr1rrr,66.87909686817189,77.97309892308533
tdr1rrv,48.561544064093226,58.81464673334411
tdr1rrw,76.91187181354697,53.26335385186174
tdr1rrx,69.02767662053897,82.16536736061843
tdr1rs1,69.84705025491624,84.48466208812916
tdr1rs3,60.906773488710854,72.59359178581619
tdr1rs9,60.36052439912601,64.51544077319438
tdr1rwg,54.09686817188638,75.17594402531441
tdr1rwt,53.80553532410779,60.147147665333065
tdr1rww,45.010924981791696,33.22896470520722
tdr1rx2,67.47997086671522,30.335934736235444
tdr1ry1,35.815731973780046,63.63871098475189
tdr1ry2,29.44282592862345,52.827821811618925
tdr1s5e,67.00655498907501,68.89735568055771
tdr1s5g,57.92061179898034,65.30263752529038
tdr1s6s,47.47815003641661,66.10161958409512
tdr1s6u,46.94100509832484,40.59170209413664
tdr1s76,22.17771303714494,65.40357467655718
tdr1s9n,65.6318281136198,83.59696758515682
tdr1s9q,57.738528769118716,45.40928841327071
tdr1sg7,25.655498907501823,66.79010146561997
tdr1shh,69.37363437727603,73.0874405843547
tdr1shm,60.52439912600146,73.93522839427601
tdr1shw,72.28696285506192,80.13066850307095
tdr1sj6,89.25710123816461,82.87546734363701
tdr1sj9,92.11580480699199,95.44415162526803
tdr1sm4,88.25564457392571,95.82648753872905
tdr1sm5,88.72906045156591,89.97324090351711
tdr1smw,95.35688273852877,89.90996884448556
tdr1smz,98.61616897305171,95.5512649344938
tdr1spm,74.34450109249818,73.79266473375684
tdr1spq,71.17625637290604,72.25123132936527
tdr1spr,71.2490895848507,73.72313618864571
tdr1srd,15.222141296431172,43.90340890573332
tdr1sw0,95.66642388929351,100.14533656713105
tdr1sw1,91.13255644573925,90.65527220541688
tdr1swe,94.50109249817918,98.917190170879
tdr1syc,77.6584122359796,83.53477883337439
tdr1sz4,76.17443554260743,75.3383271444081
tdr1szm,55.11653313911143,41.66085749616051
tdr1szr,73.52512745812089,94.4555210385528
tdr1szv,58.70356882738529,72.79143852407667
tdr1t2b,13.601602330662782,67.26076815910272
tdr1t2h,29.187909686817186,63.65136068568489
tdr1t2k,27.658412235979608,58.91787991424418
tdr1t2w,47.94246176256373,43.805089887413
tdr1t3k,77.00291332847779,83.43185572394482
tdr1t3n,67.2068463219228,46.96016310297543
tdr1t3p,78.62345229424618,64.88893117887595
tdr1t3s,77.34887108521485,78.43162806766924
tdr1t3t,80.42607428987618,67.3005480008432
tdr1t3u,78.91478514202477,78.42786043613123
tdr1t3w,66.13255644573925,73.48875553380206
tdr1t3x,65.2585579024035,42.81578394179798
tdr1t3y,66.0233066278223,70.68756295447682
tdr1t5d,61.05243991260014,71.47071314492678
tdr1t5f,60.70648215586307,65.99829740747073
tdr1t5v,78.56882738528769,56.52516903791667
tdr1t5w,44.683175528040785,48.26257826524298
tdr1t5x,47.68754552075746,43.411687598749644
tdr1t6n,56.80080116533139,75.83733944844596
tdr1t6q,53.29570284049526,79.83531620580429
tdr1t71,41.78805535324108,46.04005928995615
tdr1t73,40.78659868900218,56.02198464246998
tdr1t76,43.40859431900947,58.953056294074564
tdr1t77,18.754552075746542,60.72341884144929
tdr1t79,44.88346686088857,66.35625159088947
tdr1t7k,19.009468317552805,34.94719928379938
tdr1t7p,72.76037873270211,77.11786247582347
tdr1t7q,76.8572469045885,43.94752584643801
tdr1t7r,73.81646030589948,49.06800521068898
tdr1t7w,72.25054624908958,75.81784618124313
tdr1t7x,74.12600145666424,59.63179490441851
tdr1t7z,62.3088128186453,53.025534467040394
tdr1t82,59.15877640203932,63.72236666698713
tdr1t8b,84.26802621995631,80.26100193622919
tdr1t90,95.2476329206118,88.29650069951076
tdr1t92,85.81573197378005,88.7570908840107
tdr1t98,74.89075018208304,67.06293196793642
tdr1tb5,22.669337217771304,43.6509735497871
tdr1tc2,73.08812818645303,92.19652922890022
tdr1tcy,61.70793882010197,46.76672079206789
tdr1tcz,58.903860160233066,73.16538217141716
tdr1td0,60.61544064093226,68.36959344428669
tdr1tdj,29.552075746540424,72.46141029440005
tdr1tem,21.44938091769847,77.7536560486615
tdr1tfg,80.68099053168245,64.52283183297439
tdr1tfp,58.466860888565186,66.9182932197971
tdr1tfz,90.76839038601602,80.35266951419672
tdr1tg5,80.17115804806993,87.47334371751886
tdr1tgn,90.07647487254188,91.08198084689916
tdr1tgp,86.19810633648945,71.93048929164695
tdr1th4,60.96139839766934,68.33760816477967
tdr1th5,62.18135469774217,68.44056504100944
tdr1thj,81.84632192279679,80.85898917820315
tdr1thm,87.60014566642388,85.74088435283338
tdr1thn,85.92498179169702,64.486644166357
tdr1thq,80.37144938091771,64.90917832940139
tdr1thr,74.41733430444283,58.59197440599256
tdr1tht,84.04952658412236,85.85361108292034
tdr1thu,77.45812090313183,59.3527743414724
tdr1thw,95.72104879825201,61.19252536913704
tdr1tjn,14.038601602330663,66.19922156870174
tdr1tm3,19.41005098324836,57.24983816944777
tdr1tm5,40.386016023306624,53.349058143470444
tdr1tmc,36.4530225782957,63.695260399587504
tdr1tmh,38.45593590677348,75.4461622869044
tdr1tnf,63.82010196649672,75.38999667940443
tdr1tng,68.82738528769119,80.00125665062164
tdr1tnn,16.715222141296433,40.625202228918155
tdr1tnr,48.634377276037874,54.66702826977617
tdr1tnu,54.29715950473416,52.99951120675224
tdr1tny,54.22432629278951,58.31128428171469
tdr1tpm,42.753095411507644,63.20300576134126
tdr1tpq,51.78441369264385,69.10009610837972
tdr1tpr,97.42352512745812,54.63966086578946
tdr1tq7,52.931536780772035,85.72964789163571
tdr1tq8,39.60305899490167,45.97083943795036
tdr1tq9,87.18135469774218,53.56168505312814
tdr1tqd,63.18281136198106,65.82176741889037
tdr1tqf,89.14785142024763,68.68411406693463
tdr1tqk,59.55935906773489,60.19177551683406
tdr1tqm,55.73561544064093,60.768682107023714
tdr1tqn,65.24034959941733,32.17702132027228
tdr1tqp,75.43699927166789,72.27804390150416
tdr1tqq,49.05316824471959,57.47205816223708
tdr1tqr,67.69847050254916,38.028442024259505
tdr1tqs,69.99271667880554,63.47734695726488
tdr1tqu,55.86307356154406,74.98958143051314
tdr1tqv,71.83175528040786,91.01693710254685
tdr1tr0,95.22942461762564,72.69555087396732
tdr1tr1,93.88201019664967,93.32875279917664
tdr1tr3,96.44938091769846,79.6416383089463
tdr1tr4,95.99417334304444,95.46841003297563
tdr1tr5,77.69482884195193,54.03614777280991
tdr1tr6,95.73925710123817,93.13748601587021
tdr1tr7,90.67734887108521,54.13908070531618
tdr1tr9,97.59650400582666,64.88136032972893
tdr1trc,94.28259286234523,91.5098775180653
tdr1trd,90.00364166059724,73.69860961629738
tdr1trf,99.10779315367807,99.41677818269521
tdr1trg,89.98543335761107,83.98712389404945
tdr1trq,61.92643845593591,78.38806777895167
tdr1tru,92.5892206846322,91.31971815544327
tdr1trv,93.51784413692644,73.93276965793832
tdr1trw,76.69337217771303,40.178342355020895
tdr1trx,84.01310997815004,47.31312796017939
tdr1try,93.84559359067734,84.50604369579602
tdr1trz,92.93517844136926,81.79716634511308
tdr1ts9,55.64457392571013,27.56514565349685
tdr1tsc,52.31245447924253,70.24777321323856
tdr1tsg,30.26219956300073,67.79471621092331
tdr1tsq,55.97232337946103,50.092150241722614
tdr1tsw,53.241077931536786,74.57357887582829
tdr1tsx,53.31391114348143,65.09222931658998
tdr1tsy,55.82665695557174,56.63969637619667
tdr1tte,46.68608885651857,49.28817385772886
tdr1ttg,46.84996358339403,57.85642656175475
tdr1tu2,48.74362709395484,72.52982648058244
tdr1tu8,49.36270939548434,59.72996713951918
tdr1tv2,42.07938820101966,60.90272463540484
tdr1tv3,31.48215586307356,35.33358046261512
tdr1tvq,22.141296431172613,59.97085528720506
tdr1tvx,31.02694828841952,42.40518143543927
tdr1tvz,33.84923525127458,27.02925950748744
tdr1tw2,64.79424617625638,85.92090921700974
tdr1tw5,45.13838310269483,53.565507201791014
tdr1tw7,41.22359796067007,51.629293083600956
tdr1tw8,84.17698470502549,58.96826916231279
tdr1twb,72.70575382374362,80.2260092676054
tdr1twh,50.07283321194465,53.081451581574726
tdr1twk,48.50691915513474,49.82356993053115
tdr1twm,41.096139839766934,59.91718837841137
tdr1twv,29.788783685360524,60.73291100732342
tdr1tx0,72.06846321922797,77.08089220159559
tdr1tx3,65.56809905316825,63.855036253827684
tdr1tx8,61.289147851420246,89.30737042574827
tdr1tx9,62.472687545520756,71.88341276957016
tdr1txd,61.78077203204661,69.85879067007777
tdr1txg,43.62709395484341,83.51958050005116
tdr1txx,74.03495994173343,59.93479939220613
tdr1tz7,74.07137654770575,50.022441877177954
tdr1tz8,73.94391842680263,47.938754172138175
tdr1tz9,73.34304442825929,76.9864491403797
tdr1tzc,73.9985433357611,53.16269476854827
tdr1tzd,74.7632920611799,74.21820261812195
tdr1tzg,77.94974508375819,55.24749624755724
tdr1u27,74.45375091041515,83.26033039587954
tdr1u2e,82.22869628550619,63.64279606308812
tdr1u2j,82.46540422432629,79.92079909578372
tdr1u2k,93.11726147123089,89.30221506821796
tdr1u2m,93.04442825928624,64.76087413413138
tdr1u2n,82.72032046613256,81.74043485918082
tdr1u2p,81.42753095411508,73.98890746325378
tdr1u2s,81.57319737800437,76.01893078195629
tdr1u2u,79.07865986890022,82.6228845783277
tdr1u2v,92.22505462490895,63.07474175744288
tdr1u3h,84.5047341587764,65.56557213891232
tdr1u3k,79.20611798980335,64.2365507758705
tdr1u3m,69.10961398397669,61.36942087073926
tdr1u3t,70.44792425345958,81.9370069130412
tdr1u3w,80.31682447195921,52.25591779649167
tdr1u3z,73.17916970138383,54.727285297074445
tdr1u5w,18.809176984705026,65.7389483715123
tdr1u60,23.47050254916242,47.37384978855671
tdr1u61,28.696285506190822,42.48347188415749
tdr1u80,59.796067006554985,51.91945805255653
tdr1u81,56.245447924253455,46.36192823658455
tdr1u88,47.050254916241805,45.885781180200254
tdr1u89,37.39985433357611,40.728764167479135
tdr1u8d,38.51056081573198,38.81208904124223
tdr1u8f,46.194464675892206,49.020799167925766
tdr1u8j,66.46030589949017,59.473530344909705
tdr1u8m,42.2068463219228,42.26961019731008
tdr1u8n,66.09613983976693,68.47462472843557
tdr1u8p,95.26584122359796,73.0430712544948
tdr1u8s,31.336489439184266,50.67951470799792
tdr1u95,56.51857246904588,48.875420888717365
tdr1u97,57.53823743627095,54.17745200271368
tdr1u9f,86.65331391114348,89.32597192453646
tdr1u9g,86.38018936635106,82.52102162663152
tdr1u9s,96.41296431172614,76.84265891710005
tdr1u9u,83.94027676620539,81.44464178294625
tdr1u9v,88.98397669337218,72.37533116862271
tdr1u9w,84.122359796067,79.70892034510288
tdr1u9x,81.51857246904588,76.24646162285464
tdr1u9y,84.92352512745812,80.71756941095437
tdr1u9z,83.26656955571741,85.84018897191672
tdr1ub0,81.59140568099053,61.460699198247724
tdr1ub1,92.86234522942462,89.65103461885688
tdr1ub4,94.79242534595775,96.55798434430774
tdr1ud4,89.51201747997086,61.91309323560857
tdr1ud6,85.50619082301529,79.46937843195583
tdr1ud7,65.79570284049527,50.4084624674812
tdr1ud8,66.49672250546249,77.11366820590403
tdr1ud9,72.68754552075747,70.47825330801304
tdr1udd,80.7538237436271,65.6609917849714
tdr1udh,85.88856518572469,42.253473873400644
tdr1udm,47.32337946103423,60.53445123445913
tdr1udp,93.57246904588492,52.13168247261335
tdr1udt,39.29351784413693,62.321782530214335
tdr1udv,73.23379461034231,57.41837675824949
tdr1uej,78.64166059723235,82.70195469334101
tdr1uem,79.15149308084487,76.44727151961595
tdr1uet,75.56445739257101,79.95368787268258
tdr1ueu,70.70284049526585,36.68584557607968
tdr1uev,84.75965040058267,49.108463701388466
tdr1uf1,33.63073561544064,63.631127491362555
tdr1uf4,73.83466860888565,64.8677491261201
tdr1uf5,83.53969410050983,77.77307924783041
tdr1uf8,55.025491624180624,48.57091058501561
tdr1ufb,69.22796795338675,68.29575773232975
tdr1ufc,71.15804806991989,80.41863607654255
tdr1uff,93.918426802622,89.63797737820371
tdr1ufh,82.04661325564457,83.74215581979846
tdr1ufj,80.06190823015295,75.77906415648162
tdr1ufn,81.93736343772761,84.98069018401878
tdr1ufp,78.02257829570284,52.2894301427364
tdr1ug5,70.83029861616897,51.206425759645285
tdr1ug9,81.70975965040058,50.38700054376331
tdr1ugb,69.61034231609614,72.54827098866407
tdr1ugc,81.24544792425345,69.51202833791649
tdr1ugf,68.17188638018936,58.685988586567674
tdr1ugh,66.27822286962855,89.16364990429066
tdr1ugm,71.8681718863802,45.17982215470154
tdr1ugr,53.86016023306628,84.39712562200873
tdr1ugt,50.491624180626374,69.79265015417108
tdr1ugv,40.84122359796067,46.75694358245597
tdr1uh0,45.21121631463947,37.19000636875826
tdr1ukh,83.87654770575382,69.37298953865408
tdr1ukk,88.09176984705024,81.07381027437303
tdr1ukm,85.30589949016752,88.00886959595265
tdr1ukt,78.60524399126001,73.7345010759747
tdr1ukv,77.14857975236707,31.005625675031606
tdr1umj,76.03787327021122,72.92608683312302
tdr1umq,40.7319737800437,22.793194043550635
tdr1un7,76.82083029861617,78.29603694759787
tdr1uns,78.25928623452295,68.36329567610517
tdr1unu,89.85797523670794,82.4554775493733
tdr1uph,86.78077203204661,94.67555977443324
tdr1upt,97.85142024763293,87.13033570905534
tdr1upv,99.16241806263656,104.22814346643763
tdr1uqp,65.76839038601602,16.08341382383643
tdr1uqr,69.17334304442826,66.85563598992842
tdr1uqx,79.33357611070649,56.87191655370737
tdr1usj,66.05972323379461,50.98648666708589
tdr1usm,91.3510560815732,77.59634833780244
tdr1usn,75.83758193736344,61.40090186142462
tdr1usp,72.35979606700656,38.142334728846855
tdr1usq,98.30662782228697,88.93561727713326
tdr1usr,61.90823015294975,40.9799015580061
tdr1usw,98.01529497450836,96.06702732047144
tdr1usx,81.15440640932266,69.11879777429802
tdr1usy,98.65258557902403,93.99630572500078
tdr1utx,76.89366351056081,53.39883472258912
tdr1uty,91.58776402039331,16.48778311872734
tdr1uu1,79.1332847778587,59.775602820698396
tdr1uu3,68.22651128914785,59.95675888188168
tdr1uu4,69.46467589220686,68.40605615142252
tdr1uu6,67.64384559359068,47.410415257266436
tdr1uu8,70.52075746540423,78.18028101517903
tdr1uu9,70.1019664967225,77.94328152414457
tdr1uub,82.81136198106337,79.55014322657003
tdr1uuc,69.48288419519301,69.91422624725057
tdr1uud,50.8557902403496,66.47615007822343
tdr1uug,58.02986161689731,58.4055138818124
tdr1uuj,43.445010924981794,27.307067768222065
tdr1uum,36.47123088128186,56.710602629250275
tdr1uus,42.00655498907502,85.55217064924743
tdr1uv0,88.18281136198107,78.06968704294287
tdr1uv1,86.3073561544064,66.16812352903757
tdr1uv2,92.27967953386744,85.25692955043357
tdr1uv3,81.33648943918426,79.01983615035265
tdr1uv5,37.25418790968681,48.52767917771222
tdr1uv8,90.91405680990532,67.64879515048473
tdr1uv9,91.07793153678078,92.1206728876109
tdr1uvh,34.340859431900945,34.40492095930977
tdr1uvk,36.744355426074286,40.23262618159644
tdr1uvz,60.979606700655495,67.1189405795588
tdr1uw1,75.0,73.345551061814
tdr1uw2,71.97742170429716,66.68300255212932
tdr1uw3,73.6707938820102,23.759658620574598
tdr1uw4,79.64311726147123,66.0613981628237
tdr1uw5,95.02913328477786,83.05269645764992
tdr1uwh,88.9293517844137,85.43366065590239
tdr1uwj,91.26001456664238,83.7204035422939
tdr1uwm,89.38455935906774,84.50114724549461
tdr1uwn,97.94246176256372,91.61287457997244
tdr1uwp,89.78514202476329,72.04093883549682
tdr1uwq,89.31172614712308,86.63146973997416
tdr1uwt,86.4530225782957,83.74506415941775
tdr1uww,88.32847778587035,90.59094031957304
tdr1uwy,89.12964311726147,76.35582162768625
tdr1uxj,88.5469774217043,40.96550288238714
tdr1uxm,79.49745083758194,69.04198179859183
tdr1uxn,77.13037144938092,72.81144714071982
tdr1uxq,77.39439184268026,61.752235376471944
tdr1uxt,89.69410050983248,65.64295890537157
tdr1uxv,93.62709395484342,95.20467863783676
tdr1uy0,81.20903131828113,67.93235821972158
tdr1uy2,79.60670065549891,84.18200921452515
tdr1uy6,71.95921340131099,64.59847452354123
tdr1uy8,82.52002913328478,47.27372805589635
tdr1uyh,30.335032774945375,61.80421730383761
tdr1uyj,61.689730517115805,53.91141683544539
tdr1uz0,65.29497450837583,54.78729542371937
tdr1uz2,61.50764748725419,82.36435961121656
tdr1uz3,55.20757465404225,53.76537564369157
tdr1uz9,97.76037873270211,59.687047379896256
tdr1uzc,92.4435542607429,60.57226290971548
tdr1v0e,57.95702840495266,70.85736832061241
tdr1v0g,67.0611798980335,72.77940516047575
tdr1v0p,99.5265841223598,103.11010418162952
tdr1v0r,98.36125273124546,98.05507803729871
tdr1v0s,61.63510560815732,69.51811695595356
tdr1v0u,65.54989075018209,73.82483849189548
tdr1v0x,98.0517115804807,100.42057368431695
tdr1v0z,99.41733430444283,81.36060354230912
tdr1v1f,39.56664238892935,61.06079456881133
tdr1v1r,82.84777858703569,26.92631660846878
tdr1v1v,99.27166788055352,84.13941689714818
tdr1v1z,93.09905316824472,74.51355691552789
tdr1v20,89.42097596504006,90.61145411132038
tdr1v21,91.2053896576839,96.32719332402858
tdr1v22,89.23889293517844,77.36450864749358
tdr1v24,91.73343044428259,92.1594329421255
tdr1v25,95.19300801165332,91.44085450509233
tdr1v26,88.49235251274581,81.1126210572316
tdr1v28,96.52221412964312,95.1675272100738
tdr1v2b,97.21412964311726,93.30789701450915
tdr1v2c,89.05680990531683,61.544261001737546
tdr1v2d,78.4231609613984,87.37839253974882
tdr1v2e,79.24253459577567,73.05645666618688
tdr1v2f,75.91041514930808,70.74302015975474
tdr1v2g,75.21849963583394,76.27663099175365
tdr1v2h,83.41223597960669,76.77750062584973
tdr1v2j,93.19009468317553,89.29340584560953
tdr1v2m,87.25418790968682,57.38637210493199
tdr1v2n,86.03423160961398,89.51638362734408
tdr1v2p,86.61689730517116,75.90117020601689
tdr1v2q,89.09322651128915,72.2291641539377
tdr1v2r,89.62126729788784,85.04234215264222
tdr1v2u,60.72469045884924,58.79872654985377
tdr1v2v,41.2053896576839,17.187181276141395
tdr1v2x,75.7647487254188,41.052099063023306
tdr1v30,92.09759650400584,83.6620533173563
tdr1v31,91.24180626365622,79.25116517978392
tdr1v33,88.80189366351055,76.41993657568221
tdr1v39,90.82301529497451,64.7373370649403
tdr1v3b,94.22796795338675,86.57182221616354
tdr1v3c,91.18718135469774,77.94872860918878
tdr1v3d,88.96576839038602,81.2391943294807
tdr1v3e,88.47414420975966,90.328604511782
tdr1v3f,91.98834668608885,88.83287974189412
tdr1v3g,95.41150764748726,92.36542493952258
tdr1v3k,91.15076474872542,58.81754421099546
tdr1v3p,43.17188638018937,77.80524246927808
tdr1v3s,91.36926438455936,85.28581854020469
tdr1v3t,77.54916241806264,75.37546290711076
tdr1v3u,92.84413692643845,61.68612106258481
tdr1v3v,93.37217771303715,85.35120024726838
tdr1v3y,68.88201019664967,66.70189949805625
tdr1v4b,26.511289147851418,65.4688285965297
