rank,gh7,lat,lon,impact,n,tier3_share,heavy_share,f_main_road,f_junction,gi_z,distinct_devices
86,tdr4h3b,13.018078160606061,77.53166539333333,98.45229424617625,165,0.42424242424242425,0.12121212121212122,0.19393939393939394,0.0,0.35614784615293466,9
87,tdr4h38,13.016771436645964,77.53127067018633,98.4340859431901,161,0.2236024844720497,0.07453416149068323,0.2670807453416149,0.0,0.4097102386688727,5
89,tdr3b37,12.97200825614035,77.71149565438596,98.39766933721778,57,0.40350877192982454,0.07017543859649122,0.8596491228070176,0.0,0.31529780149895603,8
90,tdr1zfz,12.979380445238094,77.6949068647619,98.37946103423161,210,0.5,0.06666666666666667,0.09523809523809523,0.30952380952380953,0.3625427772420301,10
91,tdr1v0r,12.965880400579712,77.57378992608696,98.36125273124546,345,0.391304347826087,0.014492753623188406,0.7681159420289855,0.0,1.9940641052817725,24
92,tdr38nu,12.95765713685121,77.70106162647059,98.34304442825929,578,0.1384083044982699,0.03633217993079585,0.05363321799307959,0.0,0.6274091958049244,37
93,tdr1z1s,12.97250528493314,77.65773981333113,98.32483612527312,53,0.1320754716981132,0.05660377358490566,0.6792452830188679,0.0,0.3691314941217041,10
94,tdr1usq,12.987849658139535,77.55008321860464,98.30662782228697,86,0.20930232558139536,0.046511627906976744,0.3372093023255814,0.9534883720930233,0.2746802997936717,23
95,tdr38tb,12.951746312775331,77.71746989603524,98.2884195193008,227,0.6740088105726872,0.14977973568281938,0.0,0.0,0.5474144214540589,15
97,tdr38nt,12.956858627400273,77.7028264370625,98.25200291332847,162,0.1419753086419753,0.037037037037037035,0.06172839506172839,0.0,0.5716376452763899,29
99,tdr38t8,12.95087064104437,77.71755778360696,98.21558630735615,95,0.7684210526315789,0.12631578947368421,0.0,0.0,0.5474144214540589,9
103,tdr3b3e,12.972429497169811,77.71132486886793,98.1427530954115,106,0.29245283018867924,0.03773584905660377,0.9905660377358491,0.0,0.31529780149895603,12
105,tdr1zfx,12.978799519354839,77.69492094193548,98.10633648943919,62,0.45161290322580644,0.0967741935483871,0.12903225806451613,0.0,0.3625427772420301,8
106,tdr38ph,12.959139175675677,77.70127203918919,98.08812818645303,148,0.11486486486486487,0.033783783783783786,0.42567567567567566,0.013513513513513514,0.5355547310706459,21
107,tdr1y6x,12.978261799236641,77.62866305114504,98.06991988346687,131,0.45038167938931295,0.04580152671755725,0.0,0.8625954198473282,0.2903381916724263,8
108,tdr1v0x,12.967215241696113,77.57421502155478,98.0517115804807,283,0.1413427561837456,0.014134275618374558,0.9399293286219081,0.0,1.6941612157822588,30
110,tdr1usw,12.989479074030218,77.55043466686901,98.01529497450836,230,0.2956521739130435,0.06086956521739131,0.0782608695652174,0.6826086956521739,0.28890417682214437,24
112,tdr38hd,12.945294328885552,77.69832826738387,97.97887836853604,60,0.5333333333333333,0.05,0.016666666666666666,0.0,0.42998023236339905,10
114,tdr1uwn,12.997603996975652,77.5501971999641,97.94246176256372,374,0.0962566844919786,0.0106951871657754,0.09090909090909091,0.0,1.4907248928327954,66
117,tdr4hkj,13.030043840625,77.53814674218751,97.88783685360525,64,0.328125,0.15625,0.0,0.34375,0.2994073666715069,6
121,tdr1v71,12.980761095714286,77.57685122857143,97.8150036416606,70,0.04285714285714286,0.04285714285714286,0.14285714285714285,0.0,1.06877571242685,22
127,tdr1v6h,12.97591961438849,77.58103415683453,97.70575382374362,139,0.007194244604316547,0.16546762589928057,0.007194244604316547,0.9712230215827338,1.3183718106921474,24
131,tdr38nw,12.956682779237454,77.7038525012963,97.63292061179898,108,0.17592592592592593,0.05555555555555555,0.0,0.0,0.5716376452763899,14
135,tdr1v60,12.975529406974859,77.5751951758313,97.56008739985434,1233,0.035685320356853206,0.034874290348742905,0.0008110300081103001,0.2911597729115977,3.279561525664283,55
139,tdr1v4y,12.9795997918239,77.57271948050314,97.48725418790968,159,0.031446540880503145,0.15723270440251572,0.0,0.779874213836478,1.3095351786417606,38
142,tdr38h1,12.942657682491072,77.69731097494684,97.42352512745812,115,0.5217391304347826,0.0782608695652174,0.09565217391304348,0.0,0.29266362115937,19
144,tdr1xfv,12.936081462180496,77.69209850794087,97.39621267297888,311,0.3408360128617363,0.00964630225080386,0.03215434083601286,0.0,2.9438082649077204,27
146,tdr1xfy,12.936152543023256,77.69290223372093,97.35979606700656,86,0.27906976744186046,0.011627906976744186,0.9418604651162791,0.0,0.9322730015432514,18
153,tdr1nf4,12.843402857052189,77.64423065081441,97.23233794610341,73,0.0958904109589041,0.0273972602739726,0.2876712328767123,0.5616438356164384,0.2726649275716538,18
154,tdr1v2b,12.96844909302528,77.57491970941639,97.21412964311726,573,0.1273996509598604,0.012216404886561954,0.7504363001745201,0.0,1.4580526085412358,53
156,tdr1v62,12.97709161200289,77.57550522234273,97.17771303714494,1383,0.039045553145336226,0.03398409255242227,0.035430224150397684,0.04844540853217643,4.662533198707852,60
157,tdr1v5p,12.980484403539823,77.57389442035398,97.15950473415877,113,0.04424778761061947,0.20353982300884957,0.0,0.19469026548672566,0.7852283436521742,29
158,tdr5nck,13.19139289084507,77.64636946361503,97.14129643117262,426,0.34507042253521125,0.01643192488262911,0.002347417840375587,0.9413145539906104,0.6828319319104171,21
162,tdr1xcr,12.927413720946772,77.6948277590655,97.06846321922797,90,0.5333333333333333,0.03333333333333333,0.25555555555555554,0.0,0.30177155331656647,16
167,tdr1v4r,12.977321700896862,77.57416243273542,96.97742170429716,223,0.04035874439461883,0.03587443946188341,0.04484304932735426,0.008968609865470852,3.838129688428174,39
168,tdr1v4x,12.978202629389601,77.57373730926903,96.95921340131099,1327,0.0293896006028636,0.09419743782969103,0.0007535795026375283,0.00452147701582517,2.6968088962361767,49
170,tdr1v4t,12.97814280691824,77.57079199874214,96.92279679533867,159,0.3522012578616352,0.006289308176100629,0.0,0.0,0.8716180490921348,18
171,tdr1v6j,12.97545395282392,77.58190800299003,96.90458849235252,301,0.07641196013289037,0.03986710963455149,0.0033222591362126247,0.7375415282392026,0.5879931660012275,30
175,tdr1yck,12.971338483444084,77.64717308649784,96.83175528040786,58,0.5,0.0,0.46551724137931033,0.8620689655172413,0.5367174458141177,18
177,tdr3bj8,12.995260733185935,77.69626383361066,96.79533867443554,335,0.3850746268656716,0.011940298507462687,0.2417910447761194,0.0,1.2614763025782565,18
179,tdr1v6s,12.978527165925925,77.5807976274074,96.75892206846322,540,0.0,0.05,0.4648148148148148,0.003703703703703704,1.8381053010240773,59
183,tdr1zz9,13.005919879577464,77.68622048028169,96.68608885651857,426,0.107981220657277,0.03755868544600939,0.0,0.002347417840375587,0.39920704881951014,17
187,tdr1v4m,12.977239822101449,77.5707680652174,96.61325564457393,828,0.17028985507246377,0.0036231884057971015,0.0,0.0,0.9157236950278348,34
188,tdr1xft,12.933940086309525,77.69131834464285,96.59504734158776,168,0.30952380952380953,0.005952380952380952,0.0,0.0,4.6740828318263405,22
191,tdr5nc7,13.190799034246576,77.64573762968037,96.54042243262928,219,0.410958904109589,0.0045662100456621,0.0045662100456621,0.9771689497716894,0.6828319319104171,19
192,tdr1v28,12.967795169759452,77.57460036426117,96.52221412964312,291,0.14776632302405499,0.003436426116838488,0.6701030927835051,0.0,1.2508955984126624,28
194,tdr4hug,13.034550998915112,77.55734820932312,96.4857975236708,122,0.2459016393442623,0.02459016393442623,0.02459016393442623,0.0,0.16360228463399143,10
196,tdr1tr3,12.960285756451613,77.57673349516128,96.44938091769846,62,0.06451612903225806,0.3225806451612903,0.04838709677419355,0.0,0.7309295651320376,10
198,tdr1u9s,12.972563834285713,77.54732126285714,96.41296431172614,70,0.08571428571428572,0.014285714285714285,0.38571428571428573,0.0,1.4162723920924796,12
201,tdr1v6v,12.979212549315069,77.5817743150685,96.35833940276765,73,0.0136986301369863,0.0684931506849315,0.6164383561643836,0.0,0.9978501130750657,24
202,tdr1v75,12.980503645454545,77.57927885000001,96.3401310997815,66,0.0,0.19696969696969696,0.0,0.0,1.1188499607123723,13
203,tdr1xfs,12.934003280763745,77.69075699042291,96.32192279679533,2112,0.28077651515151514,0.005208333333333333,0.0,0.0,4.301161456436793,36
204,tdr1v74,12.98059804107143,77.57806875535714,96.30371449380918,56,0.0,0.05357142857142857,0.0,0.0,0.9049104479135461,12
207,tdr1ych,12.97040541801246,77.64647544188043,96.2490895848507,171,0.3391812865497076,0.0,0.9824561403508771,0.8888888888888888,0.49633248705752775,16
212,tdr3b4b,12.97907814509804,77.69548532941177,96.15804806991989,51,0.27450980392156865,0.058823529411764705,0.0,0.0,0.3625427772420301,5
214,tdr1xfj,12.931957968382353,77.69166950588234,96.12163146394757,136,0.25,0.0,0.0,0.0,3.9555251203607185,17
215,tdr38h9,12.945328023076923,77.69797076153847,96.1034231609614,52,0.15384615384615385,0.038461538461538464,0.0,0.0,0.42998023236339905,11
217,tdr3bjb,12.995598592299872,77.69576159641166,96.06700655498908,116,0.6896551724137931,0.0,0.02586206896551724,0.0,1.2764753227690437,15
220,tdr38pk,12.960512155392541,77.7015615855489,96.01238164603059,83,0.10843373493975904,0.03614457831325301,0.03614457831325301,0.0963855421686747,0.33448259476624215,16
