gh6,impact_mean,impact_max,n,lat,lon
tdr1jq,8.73998543335761,11.10706482155863,2,12.868056,77.57849485
tdr1jr,15.85032774945375,16.29643117261471,2,12.87241525,77.58354474999999
tdr1js,21.76195678562758,25.036416605972324,65,12.857232527794649,77.58930794309812
tdr1jt,20.347778587035688,20.347778587035688,6,12.86090215,77.58992536666666
tdr1jw,15.226693372177712,19.09140568099053,5,12.866636725,77.5920970125
tdr1jx,62.30577810148094,75.20029133284778,81,12.873929540901448,77.5945462430746
tdr1jz,60.560815731973776,64.16605972323379,6,12.87429713,77.5993682
tdr1k0,26.52949745083758,26.52949745083758,1,12.8762617,77.5292786
tdr1k2,28.641660597232338,28.641660597232338,1,12.8760097,77.5308781
tdr1k3,22.22323379461034,22.22323379461034,1,12.8865023,77.5380934
tdr1k7,20.101966496722508,20.101966496722508,1,12.8931845,77.537668
tdr1k8,34.739418952820266,54.26074289876184,82,12.87871564114084,77.54592869045845
tdr1k9,25.450005202372285,32.319737800437,46,12.883312833437897,77.54855133044002
tdr1kb,4.74629764505948,6.873634377276037,4,12.878712533333333,77.55527295
tdr1kc,36.66241806263656,55.53532410779315,21,12.886038639958258,77.55877790525939
tdr1kf,50.812090313182814,53.44136926438456,283,12.888548884033558,77.56245060494393
tdr1kg,27.124302015052194,40.13109978150036,12,12.894425950154286,77.55787653971653
tdr1kj,66.75163874726876,66.75163874726876,1,12.9048421,77.5299793
tdr1km,46.12072104879825,61.835396941005094,65,12.907062463759,77.53656100952766
tdr1kp,7.999514445253702,10.5517115804807,9,12.9165255,77.52059215238096
tdr1kq,63.346686088856515,63.346686088856515,2,12.9099655,77.5345151
tdr1kr,37.65477057538237,37.65477057538237,1,12.9196589,77.541364
tdr1ks,74.59031318281136,74.59031318281136,2,12.9017575,77.54437315
tdr1kt,71.60187545520758,92.26147123088128,159,12.906951924774138,77.54531681876055
tdr1ku,15.695557174071375,15.695557174071375,1,12.89948,77.5587867
tdr1kv,49.2898761835397,49.2898761835397,5,12.90590408,77.55817878
tdr1kw,87.68338362293206,92.0611798980335,132,12.91118448281939,77.54972455114088
tdr1kx,43.13546977421704,43.13546977421704,23,12.919232017484331,77.54214150797652
tdr1ky,32.643845593590676,89.11143481427531,9,12.911873265262113,77.55761282871703
tdr1kz,29.565731973780046,82.24690458849236,21,12.916545841071429,77.55828293928572
tdr1m1,23.434085943190098,55.3714493809177,17,12.88605191818182,77.56905658181819
tdr1m4,44.07420895039249,63.29206117989803,55,12.890209990760164,77.56772797515539
tdr1m5,33.5882495751396,42.88055353241078,88,12.89474709597563,77.56929345854176
tdr1m6,8.856518572469046,13.255644573925709,10,12.890928392000001,77.581178196
tdr1m8,57.36707938820101,68.84559359067734,222,12.878512020887436,77.59548650055106
tdr1m9,21.261228453508135,31.809905316824473,87,12.883212116306444,77.59603312317604
tdr1mb,45.68690823015295,63.98397669337218,131,12.878346619583333,77.59854293270834
tdr1mc,14.395686655337057,27.112163146394757,71,12.88459231428676,77.59953918129601
tdr1md,7.744598203447438,11.689730517115805,12,12.889513133333333,77.59351533611111
tdr1me,29.52779800922554,31.300072833211946,12,12.895493431944445,77.58604463194445
tdr1mf,26.890628793396456,45.90313182811362,14,12.89037917777778,77.60047168749999
tdr1mg,36.43481427530954,47.97887836853605,180,12.89559070382362,77.60022602485732
tdr1mh,28.584000971109493,33.658048069919886,12,12.900343693417597,77.57275321580164
tdr1mj,27.133102694828843,37.545520757465404,77,12.906760772696888,77.57111864783974
tdr1mm,19.871879758988282,40.85943190094683,42,12.906282438434344,77.58020277656566
tdr1mn,37.820162660840005,59.48652585579024,194,12.912243804247908,77.57123545133352
tdr1mp,45.78720563243506,78.71449380917699,464,12.91709969314898,77.57000341555262
tdr1mq,31.589888322408353,59.122359796067,116,12.91114909218806,77.58001595797201
tdr1mr,52.77724537125772,78.09541150764748,269,12.917658537575795,77.57984899060034
tdr1ms,38.96446779731558,53.69628550619082,122,12.90125419621832,77.58940602915494
tdr1mt,29.357675335246988,43.517844136926435,155,12.906110003078751,77.5910466116261
tdr1mu,27.49817916970138,33.04806991988347,11,12.90009299,77.60309946499999
tdr1mv,70.37053896576839,78.1318281136198,563,12.906879811212994,77.60113535466836
tdr1mw,34.075538445531166,67.9169701383831,196,12.910856990297384,77.58957878385777
tdr1mx,58.52148579752367,87.14493809176986,181,12.917077798562955,77.59035414505587
tdr1my,61.04879825200292,80.35324107793154,372,12.912858096217803,77.60242319979345
tdr1mz,65.01982681880716,89.18426802621995,115,12.917285692316284,77.60044071051588
tdr1nc,81.20599660111678,96.26729788783686,1574,12.841556577371966,77.64610390364682
tdr1nd,92.82592862345228,92.82592862345228,1,12.8433688,77.6386788
tdr1nf,92.70757465404225,97.23233794610341,86,12.844408371207493,77.6462714377036
tdr1nj,9.70502549162418,9.70502549162418,1,12.8614371,77.6134364
tdr1np,4.879825200291333,4.879825200291333,20,12.875832485,77.61689526
tdr1nr,10.752002913328477,10.752002913328477,1,12.8744178,77.618489
tdr1nv,21.758922068463217,21.758922068463217,5,12.85995896,77.64767945999999
tdr1nx,7.092134013109978,8.63073561544064,9,12.87490030625,77.640015825
tdr1nz,43.4981184753581,63.765477057538234,165,12.87411670509649,77.64661200901755
tdr1p1,54.30626365622724,71.72250546249089,22,12.839975806250001,77.65360343750001
tdr1p3,1.8617989803350328,3.5688273852876913,13,12.840605529166666,77.663759675
tdr1p4,28.450473415877642,35.23306627822287,6,12.846219049999998,77.65743609
tdr1p5,58.30298616168973,58.30298616168973,47,12.8509053,77.65745645744681
tdr1p6,39.01128914785142,73.37946103423161,11,12.846009564737596,77.66883895274066
tdr1p8,66.49065307113376,77.36707938820102,34,12.835810362345677,77.6795010462963
tdr1p9,80.53532410779316,87.80043699927167,296,12.840260853837721,77.67668647758808
tdr1pc,43.52694828841952,47.54187909686817,5,12.842599033333332,77.686904675
tdr1pd,79.4246176256373,79.4246176256373,1,12.8457393,77.6809993
tdr1pf,87.85506190823014,87.85506190823014,7,12.8436577,77.6878322142857
tdr1ph,59.10415149308085,59.10415149308085,29,12.854323651724139,77.6621129448276
tdr1pj,35.07829570284049,67.82592862345228,8,12.861736266666664,77.65936601666667
tdr1pk,77.02567370721049,82.62927895120174,84,12.855507276045508,77.66449450031394
tdr1pn,56.688516630250064,70.53896576839038,145,12.868993659340427,77.65617576061898
tdr1pp,58.64530225782958,70.64821558630736,240,12.87166007015154,77.65501530467799
tdr1pr,39.6243020150522,42.680262199563,58,12.87525792015173,77.67011691367946
tdr1ps,62.81864530225783,62.81864530225783,1,12.8549912,77.6745914
tdr1pt,76.08339402767662,76.08339402767662,4,12.860889875,77.674689425
tdr1q0,6.579266812333091,10.624544792425345,38,12.877721602444444,77.61223987911112
tdr1q1,3.4959941733430444,5.189366351056082,7,12.88280734,77.609839005
tdr1q2,9.506554989075017,18.11726147123088,7,12.8783925,77.62638111333334
tdr1q4,15.84122359796067,15.84122359796067,1,12.889229,77.6107718
tdr1q5,15.877640203932994,15.877640203932994,1,12.8940914,77.6096705
tdr1q6,12.017479970866715,12.017479970866715,1,12.8900118,77.6257564
tdr1q7,6.9889536295217285,11.343772760378732,13,12.894814980555557,77.62305307777778
tdr1q8,8.825824576006658,14.912600145666424,15,12.879077514145182,77.63804128823047
tdr1q9,33.21700250869952,70.19300801165332,29,12.884644320506792,77.63736824068805
tdr1qb,44.668001942218986,67.75309541150764,258,12.879320129778607,77.64479955118252
tdr1qc,48.67876001456664,73.72541879096867,370,12.88393365409882,77.64487422398166
tdr1qd,72.89603058994902,94.11871813546978,505,12.89050716350656,77.63728706356353
tdr1qe,66.70460063122117,90.13109978150037,445,12.894740065471593,77.63655026260905
tdr1qf,30.959080977289283,68.62709395484342,141,12.88902741614096,77.64564642939352
tdr1qh,14.12357368293275,16.05972323379461,4,12.89982845107508,77.61463270593805
tdr1qj,9.0616654527798,11.270939548434086,5,12.906392211111111,77.61259913333333
tdr1qk,29.91472444768148,82.53823743627095,48,12.901086396296298,77.62473707638888
tdr1qm,83.40768390386016,97.30517115804807,331,12.90607382229455,77.62785201705125
tdr1qn,35.09536598689002,58.39402767662054,163,12.911911070744255,77.6103731821577
tdr1qp,34.17113203620851,60.25127458120904,74,12.917064129372276,77.61210263410658
tdr1qq,67.55826656955571,89.16605972323379,315,12.911779799440662,77.62592319532767
tdr1qr,34.80699198834669,73.88929351784414,98,12.917478934438474,77.62339635194343
tdr1qs,33.87427166788055,38.656227239621266,85,12.900701560760877,77.6338537377605
tdr1qt,47.54187909686817,85.41514930808448,574,12.906507056764157,77.63474073951035
tdr1qu,19.840980820587518,37.74581209031319,42,12.900560055588093,77.64667981544859
tdr1qv,22.968762644654852,36.89002184996358,52,12.90647580116402,77.64586991079365
tdr1qw,71.97489277332686,84.72323379461034,1549,12.91172934803044,77.63512696726019
tdr1qx,35.1399238052552,67.60742898761836,142,12.91642607243378,77.6355399820458
tdr1qy,29.686930990531682,78.11361981063365,181,12.911521699924371,77.64481996252576
tdr1qz,17.630839662886277,23.015294974508375,49,12.917460347802196,77.64388337417583
tdr1r0,19.73780043699927,28.851056081573194,2,12.87932975,77.6550373
tdr1r1,10.979606700655498,10.979606700655498,1,12.8863523,77.6562061
tdr1r2,44.314457392571015,49.98179169701384,13,12.8779689325,77.67185778875
tdr1r3,49.90895848506919,49.90895848506919,1,12.8817929,77.6731186
tdr1r5,43.44501092498179,48.57975236707939,67,12.894896752205932,77.65755631964748
tdr1r6,34.21340131099782,39.71230881281865,25,12.890042542976111,77.66958706632202
tdr1re,68.11043335761107,76.25637290604516,60,12.895863111941964,77.67580925725446
tdr1rh,29.73155759026116,41.423889293517846,35,12.900068163636364,77.65729770021645
tdr1rn,26.971048798252003,38.91114348142753,81,12.91170823989448,77.65178897401245
tdr1rp,43.28113619810634,46.158048069919886,143,12.91725434500904,77.65170507258023
tdr1rq,5.083151250303472,12.099417334304443,25,12.912480092156864,77.66573426862745
tdr1rr,50.65094683175528,76.91187181354697,206,12.917904594303998,77.66931611281015
tdr1rs,64.32993445010925,69.84705025491624,513,12.90064918040756,77.67556151558088
tdr1rt,35.35792321298512,64.45739257101238,69,12.906455821215156,77.67659871683624
tdr1ru,8.876547705753824,9.48652585579024,7,12.901431737500001,77.6885272875
tdr1rv,38.525127458120906,47.28696285506191,17,12.908022736666666,77.69297740666667
tdr1rw,49.02337283983315,61.43481427530955,339,12.912117714681308,77.6793831223155
tdr1rx,59.28623452294246,67.89876183539694,36,12.91675119482145,77.67786393107843
tdr1ry,31.88729060451566,37.76402039329935,74,12.909951593895153,77.6866535859837
tdr1rz,17.22505462490896,19.6285506190823,10,12.917787644999999,77.687830525
tdr1s2,52.17589220684632,52.17589220684632,1,12.9247254,77.5309136
tdr1s3,52.52184996358339,54.206117989803346,3,12.929530025,77.53503125
tdr1s4,76.93008011653313,76.93008011653313,1,12.9363928,77.5195729
tdr1s5,54.774217042971586,67.00655498907501,179,12.939209134914586,77.52315949586364
tdr1s6,47.284686817188636,63.055353241077924,213,12.934911754762727,77.53620897879424
tdr1s7,29.29325772552284,39.111434814275306,62,12.938862245396182,77.53276088521304
tdr1s8,56.59140568099053,67.53459577567371,5,12.9231063,77.54945825
tdr1s9,64.06186776725743,78.76911871813547,296,12.927615530353535,77.5491301306348
tdr1sb,26.136363636363637,63.45593590677348,31,12.923345741494506,77.55815247259919
tdr1sc,77.02112163146396,78.29570284049527,3,12.928071249999999,77.55458580000001
tdr1sd,3.700837581937363,7.001092498179169,4,12.931423233333334,77.54426981666667
tdr1se,16.281864530225782,23.16096139839767,8,12.939402926666668,77.54827359333333
tdr1sf,26.522214129643118,35.7428987618354,15,12.933831428174567,77.55885798380973
tdr1sg,26.043475824976188,49.126001456664234,92,12.939543334269263,77.55837513839967
tdr1sh,66.81466748837471,87.49089584850692,130,12.944656374854883,77.52721624652825
tdr1sj,83.64530225782957,95.3386744355426,126,12.950342735395074,77.52373839358428
tdr1sk,63.159140568099055,87.5455207574654,46,12.944872705189393,77.53489776944444
tdr1sm,88.03350327749453,98.96212672978878,575,12.950009347062823,77.53736530933512
tdr1sn,89.62733673221656,94.17334304442826,30,12.95612912745098,77.52245722921568
tdr1sp,78.35437403900625,91.69701383831027,754,12.960085453860062,77.5266078859501
tdr1sq,59.29533867443554,96.13983976693372,13,12.956091464644537,77.53707332280139
tdr1sr,51.583211944646756,94.42825928623452,54,12.960804068761906,77.53548460830953
tdr1ss,18.63316338917213,21.139839766933722,13,12.942441327777779,77.54781172777778
tdr1st,92.89876183539693,95.37509104151492,15,12.952436670231451,77.54306986154879
tdr1su,20.202112163146396,26.9482884195193,3,12.944945425,77.55547082499999
tdr1sv,11.556202961883953,17.589220684632192,19,12.94825752388889,77.55711941333333
tdr1sw,81.35318038358825,98.9075018208303,858,12.955509701979663,77.54695109220658
tdr1sx,39.8711256777535,91.78805535324108,25,12.961472982539682,77.54994867857143
tdr1sy,57.0864439184268,77.6584122359796,56,12.957722553833333,77.55855378341667
tdr1sz,66.93719002531822,91.62418062636563,274,12.960598560048206,77.55865484414578
tdr1t0,7.063420919939493,22.123088128186453,29,12.923279013081999,77.56982829353517
tdr1t1,8.687961710540007,14.54843408594319,26,12.928660943367348,77.5709524936508
tdr1t2,37.57474987541687,57.22869628550619,229,12.922376114744731,77.5807110926467
tdr1t3,73.75,91.42388929351785,1237,12.92831126028714,77.5817924329904
tdr1t5,49.13845976923371,82.15586307356155,470,12.93951145925692,77.5697131613436
tdr1t6,60.88401310997815,82.99344501092499,297,12.93308488299963,77.58276429280063
tdr1t7,48.98825168624719,82.61107064821559,1157,12.938749168795015,77.58077150064584
tdr1t8,65.59723233794611,84.26802621995631,78,12.922144351921181,77.58734805065724
tdr1t9,76.03483855304687,95.2476329206118,430,12.92784619248261,77.58912908872192
tdr1tb,51.06518572469046,75.4734158776402,43,12.922140883253968,77.59928007214286
tdr1tc,68.46094319009468,76.7115804806992,260,12.928583687075516,77.60104603879407
tdr1td,43.03532410779315,60.61544064093226,160,12.933023730246106,77.58858881582036
tdr1te,35.78386744355426,42.40713765477058,93,12.938123983045976,77.59254643405173
tdr1tf,68.67868414663754,90.76839038601602,218,12.933286634371315,77.60413090433353
tdr1tg,73.17632465404225,90.07647487254188,243,12.937997532158853,77.60156891070939
tdr1th,63.871560214066314,96.23088128186453,2079,12.944698295086102,77.56993404691187
tdr1tj,24.00195739257101,86.52585579024034,122,12.949629561994579,77.57056772169138
tdr1tk,40.76307963097839,58.48506919155134,81,12.944314641005858,77.58039431884605
tdr1tm,36.141747303437036,53.8965768390386,369,12.950050442440702,77.57855998030068
tdr1tn,42.00427895120175,68.82738528769119,283,12.955983548827257,77.5693920377118
tdr1tp,54.2334304442826,97.42352512745812,196,12.960953902156307,77.56908045317432
tdr1tq,66.44646758922069,94.88346686088856,844,12.955957223537652,77.58042610909321
tdr1tr,88.36017372069811,99.10779315367807,4260,12.96123786893196,77.57956512931729
tdr1ts,50.97171643602816,68.49963583394027,470,12.94544050974048,77.59101669783618
tdr1tt,26.852998300558387,49.817916970138384,143,12.950288405130083,77.59300442988436
tdr1tu,31.310694343287206,62.29060451565914,111,12.945039999777777,77.60205633860714
tdr1tv,31.797766448167028,43.2993445010925,274,12.95009506801274,77.60217177608223
tdr1tw,48.58278708424375,84.17698470502549,840,12.955245749454255,77.59047874847596
tdr1tx,58.3071244123684,79.80699198834668,622,12.961401031879804,77.59071694555419
tdr1ty,13.660779315367808,15.477057538237437,9,12.957151966666666,77.60395395833334
tdr1tz,52.322208927270836,88.34668608885652,1048,12.961769137809378,77.60160217761829
tdr1u1,17.78951201747997,20.211216314639476,9,12.972632002222221,77.52834949777777
tdr1u2,84.18912357368293,93.11726147123089,2859,12.966622980164228,77.53692982962133
tdr1u3,71.51801221356938,89.95812090313183,725,12.972553518963675,77.53767845973813
tdr1u4,18.08084486525856,29.82520029133285,21,12.976293615357143,77.52681683178571
tdr1u5,29.708501622194266,46.649672250546246,85,12.984118966881935,77.52572581568538
tdr1u6,40.00136562272396,71.35833940276765,118,12.977482511951179,77.53586965626256
tdr1u7,21.54042243262928,76.98470502549164,60,12.982424243404475,77.53438618847433
tdr1u8,49.48633418944301,95.26584122359796,508,12.966398573380177,77.54649102053303
tdr1u9,80.41879096868172,99.30808448652586,5753,12.972794161637495,77.54753823128424
tdr1ub,68.40050173990451,94.79242534595775,565,12.966274939000984,77.55699312428976
tdr1uc,86.04030104394269,95.04734158776402,27,12.974577105059524,77.55759495386904
tdr1ud,70.51165331391114,96.70429715950473,1018,12.977230209249035,77.54680700570174
tdr1ue,71.54497450837583,84.75965040058267,567,12.983707879226364,77.54854626569046
tdr1uf,69.92392975641337,93.918426802622,1813,12.977387971500088,77.55730700647483
tdr1ug,70.25288531570396,88.89293517844136,1602,12.982969778822406,77.55788994663091
tdr1uh,41.43117261471231,51.18353969410051,37,12.987529449478263,77.52281629078261
tdr1uj,54.24253459577567,54.24253459577567,9,12.991756777777777,77.52098582222223
tdr1uk,84.29533867443554,93.28113619810634,711,12.988128620983492,77.53776272768657
tdr1um,63.379056405276366,83.04806991988347,169,12.993976103415639,77.53816679816872
tdr1un,79.67042971595048,89.85797523670794,99,12.999283786961152,77.5243106144835
tdr1up,79.98767437951707,99.16241806263656,276,13.004803916140066,77.52738018508293
tdr1uq,51.023079024034956,79.33357611070649,374,12.999403641801969,77.53734242083566
tdr1ur,60.050983248361256,94.95630007283322,4,13.005327866666667,77.53430350000001
tdr1us,83.61392795114573,98.65258557902403,685,12.988296171384299,77.55002329020489
tdr1ut,79.49016751638747,91.58776402039331,220,12.993852851434298,77.5491729178322
tdr1uu,60.451565914056815,82.81136198106337,931,12.988571118069135,77.55611655402338
tdr1uv,69.41272867486397,92.27967953386744,1763,12.993853955503157,77.55625602275052
tdr1uw,87.4217042971595,99.25345957756737,6148,12.999018977914877,77.5479904461926
tdr1ux,78.63450733534492,93.62709395484342,831,13.004962932870557,77.54824964341363
tdr1uy,62.318567266673604,97.02294246176257,1051,12.998537593342666,77.55631362577472
tdr1uz,56.34559359067735,99.07137654770575,368,13.005510605022527,77.55735734137014
tdr1v0,67.51335275552319,99.5265841223598,1253,12.96674133199433,77.57047199857162
tdr1v1,63.827905524919366,99.27166788055352,292,12.97222930686398,77.56928182369253
tdr1v2,82.09941733430445,97.21412964311726,11654,12.966491147794772,77.57968930908615
tdr1v3,78.30025491624181,97.50546249089584,7552,12.972281147574494,77.5800182364013
tdr1v4,74.65176620538965,99.12600145666424,3071,12.977785217861518,77.56946914742782
tdr1v5,53.78946917441412,97.15950473415877,269,12.982955413507637,77.56999140850884
tdr1v6,91.01192643845593,98.72541879096867,21984,12.97757652259358,77.57934959800207
tdr1v7,63.56518572469046,98.03350327749453,1092,12.98322800442435,77.57902910554917
tdr1v8,62.3476044206593,87.70939548434086,723,12.967074083381762,77.59011489934069
tdr1v9,49.22978878368536,89.83976693372178,247,12.971203948061762,77.59119068870739
tdr1vb,46.911795945617875,82.10123816460306,224,12.966575342273002,77.60249545756561
tdr1vc,61.23047665290928,94.06409322651129,1624,12.97215105268765,77.60207173879652
tdr1vd,61.8332292858877,82.95702840495267,558,12.977960230225335,77.58949948381549
tdr1ve,35.073743627093954,67.67115804806993,388,12.982825545765662,77.59081937198935
tdr1vf,57.934450109249816,93.5360524399126,1829,12.977554581449153,77.60188512774026
tdr1vg,82.27933812818645,95.64821558630736,7989,12.98306149779828,77.60195828495887
tdr1vh,58.17812922692748,90.40422432629279,856,12.988833882798174,77.5714185939074
tdr1vj,58.671003977813875,94.19155134741443,1279,12.994229642630124,77.5694620860661
tdr1vk,59.77431820021041,77.07574654042243,674,12.98820085954601,77.57839016920273
tdr1vm,43.57702112163146,78.69628550619082,264,12.994955839700676,77.58034091034348
tdr1vn,76.75027312454479,94.37363437727603,2439,12.999368395693566,77.5696830502909
tdr1vp,71.41341951930079,94.84705025491624,2680,13.005196078231268,77.56890140700081
tdr1vq,49.81184753580967,78.27749453750911,268,12.998616538982091,77.58064774629366
tdr1vr,52.31727432415064,74.87254187909687,178,13.00523401064942,77.58093823494595
tdr1vs,47.39348142753095,96.74071376547705,741,12.988556385318372,77.59160622712977
tdr1vt,60.1238164603059,92.35251274581209,2116,12.993515729515135,77.59145218086775
tdr1vu,63.703727160454726,86.76256372906045,1020,12.988862988484074,77.60198268327146
tdr1vv,36.24476511289148,78.07720320466133,115,12.993845602284054,77.6029131305684
tdr1vw,45.33867443554261,71.92279679533867,94,13.00000810271446,77.59304235617034
tdr1vx,40.2931536780772,55.24399126001457,140,13.005290026003248,77.5939907330833
tdr1vy,14.141478514202475,36.50764748725418,93,12.999111544274887,77.60212408750472
tdr1vz,26.48701141053654,31.190823015294978,8,13.003298761111111,77.59834110555555
tdr1w0,70.26015112891479,93.8638018936635,188,12.922809728216901,77.61266590659541
tdr1w1,65.78261562272397,98.23379461034231,341,12.928344331176747,77.61321103776208
tdr1w2,58.29453230673187,73.47050254916242,320,12.922787123589078,77.62244133161127
tdr1w3,54.98300558387959,79.62490895848508,201,12.927875239068364,77.62320905083716
tdr1w4,77.38942594186585,92.49817916970139,1443,12.934053490265287,77.612836769443
tdr1w5,53.16763777615926,97.83321194464676,122,12.938844741470598,77.61283991820058
tdr1w6,24.847371577910113,67.93517844136926,126,12.934239313410364,77.62362846435575
tdr1w7,39.74973699117909,59.46831755280408,284,12.93933957486348,77.62322412331996
tdr1w8,26.480666092829242,59.95994173343044,124,12.923851045208824,77.63651461905376
tdr1w9,61.53192522456907,74.56300072833211,152,12.92822884874296,77.6332251581473
tdr1wb,30.574341899906358,48.41587764020393,55,12.922736838486395,77.64769836058674
tdr1wd,73.66371287529336,82.77494537509105,521,12.93310440265045,77.6315959716153
tdr1we,4.646758922068463,9.522942461762565,17,12.939558746666666,77.63203581666667
tdr1wh,23.772456907016267,42.11580480699199,33,12.943424139215686,77.61179966911764
tdr1wj,33.23015294974508,38.58339402767662,67,12.95176444876923,77.60963805382052
tdr1wk,23.709941733430444,36.8353969410051,99,12.944317194180309,77.62216355157474
tdr1wm,10.431406721464986,19.646758922068464,21,12.94973683392857,77.62317883749999
