gh7,impact,p_hotspot
tdr1kwr,90.38601602330662,0.3157057150258481
tdr1kxb,43.13546977421704,0.0019055473687982563
tdr1m55,21.04879825200291,4.021108912792652e-05
tdr1m57,32.95702840495266,9.827840566428334e-05
tdr1m8p,53.27749453750911,1.3380378613583499e-05
tdr1m9p,23.142753095411507,1.6832111852701286e-05
tdr1mb0,50.68281136198106,5.861372389863724e-06
tdr1mc3,3.5142024763292063,3.076710382551193e-05
tdr1mg1,36.01602330662782,1.84083048036654e-05
tdr1mg3,34.796067006554985,9.032210923752835e-06
tdr1mg6,36.10706482155863,3.408361011419595e-05
tdr1mjx,34.304442825928625,5.0304210616841606e-05
tdr1mnq,59.48652585579024,0.00023583464444659896
tdr1mnr,50.34595775673707,6.210303087434296e-05
tdr1mny,47.57829570284049,3.62253390212611e-05
tdr1mpp,67.45265841223598,2.9260941622299184e-05
tdr1mpr,78.04078659868901,0.002936530009269418
tdr1mpx,78.71449380917699,0.008292548346459386
tdr1mq6,15.112891478514204,2.1430731146012108e-05
tdr1mqr,48.59796067006555,1.9436793423672227e-05
tdr1mr6,46.30371449380918,2.970730321892189e-05
tdr1mr7,45.59359067734887,5.002007750138873e-06
tdr1mrd,65.91405680990532,0.0006694853779047945
tdr1mry,17.680262199563003,1.27331433449812e-05
tdr1ms2,52.38528769118717,3.521533632521943e-05
tdr1mst,26.474872541879098,6.10161782574293e-05
tdr1msw,13.7836853605244,9.632744027036157e-06
tdr1mt0,42.22505462490896,7.754470459004787e-05
tdr1mt2,34.37727603787327,0.00011230493451373853
tdr1mte,34.2680262199563,4.910538114641837e-05
tdr1mts,42.86234522942462,0.00013492834004238374
tdr1mvd,72.12308812818645,0.0006043102737090144
tdr1mve,72.63292061179898,0.0001027106975180508
tdr1mvf,69.90167516387473,3.5261544747061214e-05
tdr1mvg,65.69555717407137,3.0470279296156116e-05
tdr1mvu,62.4544792425346,3.464124609984203e-05
tdr1mw3,58.621631463947566,4.641536908085807e-05
tdr1mw8,67.9169701383831,0.00029528030621328154
tdr1mwb,67.17042971595048,3.395358580409937e-05
tdr1mx0,65.18572469045884,0.00010970241303855647
tdr1mx2,50.68281136198106,8.017625229974605e-05
tdr1mxq,84.95994173343044,0.693283870413028
tdr1mxr,87.14493809176986,0.5932154740452221
tdr1myv,59.013109978150034,1.4105907134099868e-05
tdr1myy,56.418426802621994,1.14811557244135e-05
tdr1myz,61.234522942461766,4.103436598033539e-05
tdr1mz2,80.51711580480699,0.19275544680429613
tdr1mz8,89.18426802621995,0.43273829351847615
tdr1ncd,88.82010196649672,0.6850623407461569
tdr1nce,86.47123088128187,0.671388112256197
tdr1ncf,87.23597960670065,0.011420238237653044
tdr1ncg,77.20320466132556,2.967955923407154e-05
tdr1ncs,79.78878368536051,5.0530430632266844e-05
tdr1nct,76.34741442097597,5.2708680161100406e-05
tdr1ncu,79.87982520029134,5.943619355402495e-05
tdr1ncv,78.5142024763292,6.77376330878663e-05
tdr1ncw,70.08375819373634,3.7764454833466435e-05
tdr1ncx,65.40422432629279,0.00014790887792723152
tdr1nf4,97.23233794610341,0.9985233894861941
tdr1npy,4.879825200291333,2.1280917848845284e-05
tdr1nzv,59.14056809905317,0.0001275973698417201
tdr1nzy,60.84304442825928,0.0009285815794732938
tdr1p5k,58.30298616168973,6.449464086591411e-05
tdr1p8s,77.36707938820102,0.0009376070828607811
tdr1p96,84.34085943190095,0.004954829104706054
tdr1p97,75.69191551347414,0.0002814651447932842
tdr1p9d,85.16023306627822,0.03661047701310919
tdr1php,59.10415149308085,7.25590666263845e-05
tdr1pk1,69.31900946831755,9.331683047454768e-05
tdr1pk3,78.44136926438456,0.028606536678942685
tdr1pnc,50.43699927166788,5.693012726260112e-06
tdr1pnu,70.53896576839038,0.0004998667476453499
tdr1pp1,64.85797523670794,0.0005551613839423459
tdr1pp4,68.00801165331391,0.0013714206965698163
tdr1pp5,61.99927166788055,9.119528488313584e-06
tdr1pry,42.680262199563,8.352149395612403e-05
tdr1q0n,1.1471230881281864,5.075028253720638e-06
tdr1qbe,42.37072104879825,7.986495748969432e-05
tdr1qbg,38.47414420975965,5.788626434692454e-05
tdr1qbh,57.75673707210488,5.160987835993657e-05
tdr1qbj,61.58048069919884,8.381406638023386e-05
tdr1qc2,70.97596504005827,0.0012521591397019948
tdr1qc3,57.356154406409324,6.168123395140119e-05
tdr1qc8,70.81209031318281,0.0022154240756740106
tdr1qc9,68.55426074289876,0.0020740378026459245
tdr1qcb,73.72541879096867,0.0012242304372943845
tdr1qdr,62.682083029861616,6.907262686133735e-05
tdr1qdv,83.3211944646759,0.006332277510804399
tdr1qdw,76.96649672250547,0.00012836396912990585
tdr1qdx,85.56081573197378,0.037805291328887033
tdr1qdy,94.11871813546978,0.8414559049006941
tdr1qeg,35.77931536780772,4.873145611652133e-05
tdr1qej,78.38674435542607,0.0002118532284748041
tdr1qeq,62.49089584850692,0.000311849828723686
tdr1qes,69.08230152949744,0.00011861540017725611
tdr1qeu,34.705025491624184,1.0743824702617717e-05
tdr1qf0,61.03423160961399,0.00010925340176528972
tdr1qmx,95.0109249817917,0.9745388172457342
tdr1qmz,84.19519300801164,0.006557700593707628
tdr1qnb,58.39402767662054,1.1351335957615269e-05
tdr1qnc,48.925710123816465,5.314643712180505e-06
tdr1qpn,4.497450837581937,4.800940597715322e-05
tdr1qqm,68.68171886380189,0.0006453365350465282
tdr1qqq,76.78441369264385,0.0064748288858956895
tdr1qqt,64.49380917698471,2.565399540931198e-05
tdr1qqv,55.08011653313911,4.739598794274356e-06
tdr1qrf,68.7727603787327,9.199271947313024e-05
tdr1qs5,36.43481427530954,3.626081929893419e-05
tdr1qsc,34.013109978150034,1.3259078037761503e-05
tdr1qt2,80.44428259286235,0.0011361402713163645
tdr1qt8,85.41514930808448,0.02949803614345478
tdr1qt9,83.44865258557903,0.002284114753244758
tdr1qtd,65.36780772032047,2.663661373898056e-05
tdr1qtq,9.304442825928623,6.802406560805719e-05
tdr1qv1,21.613255644573925,0.0001310115383978461
tdr1qwd,70.5753823743627,6.9174916343927575e-06
tdr1qwe,67.95338674435543,1.3533229790121629e-05
tdr1qwq,77.87691187181355,0.00023321509422207835
tdr1qws,76.3292061179898,4.215627580849432e-05
tdr1qwt,78.8055353241078,0.0012143565389113877
tdr1qww,77.03932993445011,0.00017803296236247634
tdr1qwy,74.83612527312454,0.00016014481151542311
tdr1qx4,60.81573197378004,3.414911822381383e-05
tdr1qxq,21.522214129643118,1.3937176543399652e-05
tdr1qy5,29.20611798980335,2.2397596864805246e-05
tdr1qy7,40.91405680990532,0.000443944011811451
tdr1qyd,27.47632920611799,1.540551177041322e-05
tdr1qye,32.15586307356154,1.4592501134182283e-05
tdr1qzg,16.332847778587038,1.9765054729051845e-05
tdr1r5k,48.57975236707939,0.0019203722103321554
tdr1re3,63.63801893663511,5.71908040193264e-05
tdr1re9,64.8761835396941,2.657886312854817e-05
tdr1rhw,35.99781500364166,8.035060353101317e-05
tdr1rn8,29.169701383831026,5.566848734770157e-06
tdr1rp2,39.038601602330665,1.708421930031278e-05
tdr1rp8,42.0611798980335,1.554241977730719e-05
tdr1rrr,66.87909686817189,7.421395647392152e-05
tdr1rrv,48.561544064093226,9.810478568841696e-06
tdr1rrw,76.91187181354697,0.0003794407563822896
tdr1rrx,69.02767662053897,8.75072814439663e-05
tdr1rs1,69.84705025491624,0.00010561584059728154
tdr1rs3,60.906773488710854,2.160850347215465e-05
tdr1rs9,60.36052439912601,4.3093254592500955e-06
tdr1rwg,54.09686817188638,2.616050151701781e-05
tdr1rwt,53.80553532410779,2.2569609339090893e-05
tdr1rww,45.010924981791696,1.906219114585689e-05
tdr1rx2,67.47997086671522,8.085358638535022e-05
tdr1ry1,35.815731973780046,8.859097894266852e-05
tdr1ry2,29.44282592862345,3.678729489671936e-05
tdr1s5e,67.00655498907501,8.939329866244677e-05
tdr1s5g,57.92061179898034,1.4189888830039254e-05
tdr1s6s,47.47815003641661,2.436183252229029e-05
tdr1s6u,46.94100509832484,1.221968883317535e-05
tdr1s76,22.17771303714494,5.4694147904368943e-05
tdr1s9n,65.6318281136198,4.190239995197991e-05
tdr1s9q,57.738528769118716,6.110381444842771e-05
tdr1sg7,25.655498907501823,0.0002679484801564179
tdr1shh,69.37363437727603,0.0005143310716736725
tdr1shm,60.52439912600146,0.0006190908267494455
tdr1shw,72.28696285506192,0.0016275271049267686
tdr1sj6,89.25710123816461,0.06496542818157879
tdr1sj9,92.11580480699199,0.0913136246403965
tdr1sm4,88.25564457392571,0.01450107741157885
tdr1sm5,88.72906045156591,0.021857567962091953
tdr1smw,95.35688273852877,0.9990096487468155
tdr1smz,98.61616897305171,0.9986543170265667
tdr1spm,74.34450109249818,0.0018959186844100945
tdr1spq,71.17625637290604,0.0001599907690647312
tdr1spr,71.2490895848507,0.0003355194983923757
tdr1srd,15.222141296431172,0.0003697932010855616
tdr1sw0,95.66642388929351,0.9923925116394595
tdr1sw1,91.13255644573925,0.13389294085090322
tdr1swe,94.50109249817918,0.9911889643411597
tdr1syc,77.6584122359796,0.006863816679167682
tdr1sz4,76.17443554260743,0.012287321118138576
tdr1szm,55.11653313911143,5.625437062767367e-05
tdr1szr,73.52512745812089,0.0021957290375301027
tdr1szv,58.70356882738529,0.00019333668876160543
tdr1t2b,13.601602330662782,5.8905092375706435e-05
tdr1t2h,29.187909686817186,2.144387839774401e-05
tdr1t2k,27.658412235979608,2.1367713609798376e-05
tdr1t2w,47.94246176256373,2.7712846357613264e-05
tdr1t3k,77.00291332847779,0.003132240794015499
tdr1t3n,67.2068463219228,6.784106900277019e-05
tdr1t3p,78.62345229424618,0.00010489613557493226
tdr1t3s,77.34887108521485,0.0023983909341784918
tdr1t3t,80.42607428987618,0.00045867718639410653
tdr1t3u,78.91478514202477,0.003912305378223838
tdr1t3w,66.13255644573925,2.7473829849479938e-05
tdr1t3x,65.2585579024035,1.836530921874018e-05
tdr1t3y,66.0233066278223,3.2527711009593394e-05
tdr1t5d,61.05243991260014,1.7501571780596348e-05
tdr1t5f,60.70648215586307,4.558932050727635e-05
tdr1t5v,78.56882738528769,0.00012599239460760618
tdr1t5w,44.683175528040785,1.8273122723149283e-05
tdr1t5x,47.68754552075746,0.0001224961321943998
tdr1t6n,56.80080116533139,4.4401412807749014e-05
tdr1t6q,53.29570284049526,1.3975917917766701e-05
tdr1t71,41.78805535324108,6.100145976931797e-06
tdr1t73,40.78659868900218,1.1227584728685882e-05
tdr1t76,43.40859431900947,1.3452149273213296e-05
tdr1t77,18.754552075746542,9.91235106248587e-06
tdr1t79,44.88346686088857,3.9548178570010864e-05
tdr1t7k,19.009468317552805,1.665219165099559e-05
tdr1t7p,72.76037873270211,0.00012977578049380955
tdr1t7q,76.8572469045885,0.00041971771904253933
tdr1t7r,73.81646030589948,0.0001337019290633461
tdr1t7w,72.25054624908958,0.0001947504970728184
tdr1t7x,74.12600145666424,4.457785518999612e-05
tdr1t7z,62.3088128186453,6.095922926419678e-05
tdr1t82,59.15877640203932,0.00013939746019347307
tdr1t8b,84.26802621995631,0.19167776856002638
tdr1t90,95.2476329206118,0.9959206227216671
tdr1t92,85.81573197378005,0.6178755961957345
tdr1t98,74.89075018208304,1.0659126256673323e-05
tdr1tb5,22.669337217771304,0.0002592338070824064
tdr1tc2,73.08812818645303,0.026638445010088115
tdr1tcy,61.70793882010197,3.8779365671182844e-05
tdr1tcz,58.903860160233066,3.2435596160517264e-05
tdr1td0,60.61544064093226,3.2858407870837923e-05
tdr1tdj,29.552075746540424,3.605502861922924e-05
tdr1tem,21.44938091769847,4.513791767558819e-05
tdr1tfg,80.68099053168245,0.0012007273414835254
tdr1tfp,58.466860888565186,1.6256391989607303e-05
tdr1tfz,90.76839038601602,0.04043661111356623
tdr1tg5,80.17115804806993,0.02228994295263479
tdr1tgn,90.07647487254188,0.0711929260446371
tdr1tgp,86.19810633648945,0.0283105697071171
tdr1th4,60.96139839766934,0.0002690428931462552
tdr1th5,62.18135469774217,0.00030579325241570916
tdr1thj,81.84632192279679,0.003190683344959853
tdr1thm,87.60014566642388,0.141503286178931
tdr1thn,85.92498179169702,0.13063491524146495
tdr1thq,80.37144938091771,0.0018624770964618495
tdr1thr,74.41733430444283,7.425542512505304e-05
tdr1tht,84.04952658412236,0.0052470166046712586
tdr1thu,77.45812090313183,0.0005325472320046554
tdr1thw,95.72104879825201,0.9958765829490575
tdr1tjn,14.038601602330663,6.490600993193856e-05
tdr1tm3,19.41005098324836,3.717289849643157e-05
tdr1tm5,40.386016023306624,4.241656431783866e-05
tdr1tmc,36.4530225782957,5.2304213664135876e-05
tdr1tmh,38.45593590677348,3.882924151445261e-05
tdr1tnf,63.82010196649672,0.0006952308668996248
tdr1tng,68.82738528769119,0.00024579067822726554
tdr1tnn,16.715222141296433,1.1432250006696984e-05
tdr1tnr,48.634377276037874,0.0001751674835678888
tdr1tnu,54.29715950473416,4.919760676257073e-05
tdr1tny,54.22432629278951,6.306698070529275e-05
tdr1tpm,42.753095411507644,0.0006818326021596629
tdr1tpq,51.78441369264385,0.00030517166205515107
tdr1tpr,97.42352512745812,0.8705090995936252
tdr1tq7,52.931536780772035,2.5967838644174228e-05
tdr1tq8,39.60305899490167,1.2776308620901886e-05
tdr1tq9,87.18135469774218,0.05970807492212474
tdr1tqd,63.18281136198106,4.339536079140129e-05
tdr1tqf,89.14785142024763,0.38644360949827644
tdr1tqk,59.55935906773489,5.1203816860416044e-05
tdr1tqm,55.73561544064093,6.519148239705646e-05
tdr1tqn,65.24034959941733,3.559782101518415e-05
tdr1tqp,75.43699927166789,0.0003316830956344
tdr1tqq,49.05316824471959,6.84077523532683e-05
tdr1tqr,67.69847050254916,7.200718481845071e-05
tdr1tqs,69.99271667880554,7.540810179083357e-05
tdr1tqu,55.86307356154406,6.721522496502694e-06
tdr1tqv,71.83175528040786,0.0007221673699434668
tdr1tr0,95.22942461762564,0.9286064707293105
tdr1tr1,93.88201019664967,0.9703533804031579
tdr1tr3,96.44938091769846,0.9996068836430897
tdr1tr4,95.99417334304444,0.9992240811492781
tdr1tr5,77.69482884195193,2.5770177106094312e-05
tdr1tr6,95.73925710123817,0.9986526337459724
tdr1tr7,90.67734887108521,0.9603300018065889
tdr1tr9,97.59650400582666,0.9990938353134287
tdr1trc,94.28259286234523,0.9997066190085769
tdr1trd,90.00364166059724,0.9443929020478343
tdr1trf,99.10779315367807,0.9998810767115854
tdr1trg,89.98543335761107,0.9989587351764694
tdr1trq,61.92643845593591,0.001354533962366198
tdr1tru,92.5892206846322,0.9906917653109223
tdr1trv,93.51784413692644,0.9764560704628663
tdr1trw,76.69337217771303,0.005937499495791469
tdr1trx,84.01310997815004,0.5410385354266055
tdr1try,93.84559359067734,0.8787862171814498
tdr1trz,92.93517844136926,0.9720628320802864
tdr1ts9,55.64457392571013,0.00020957656346084537
tdr1tsc,52.31245447924253,1.9575692845058508e-05
tdr1tsg,30.26219956300073,2.3030576487818645e-05
tdr1tsq,55.97232337946103,8.615422514407286e-05
tdr1tsw,53.241077931536786,8.92432480207161e-06
tdr1tsx,53.31391114348143,1.963938392571012e-05
tdr1tsy,55.82665695557174,7.648149945456472e-05
tdr1tte,46.68608885651857,8.525295049712906e-05
tdr1ttg,46.84996358339403,2.9999019266488065e-05
tdr1tu2,48.74362709395484,1.939024818891219e-05
tdr1tu8,49.36270939548434,5.687823430535842e-06
tdr1tv2,42.07938820101966,1.4857997156585915e-05
tdr1tv3,31.48215586307356,5.358595830390605e-06
tdr1tvq,22.141296431172613,1.96304418736048e-05
tdr1tvx,31.02694828841952,4.6575741596231995e-05
tdr1tvz,33.84923525127458,4.5591041497248845e-05
tdr1tw2,64.79424617625638,0.0004294168653404753
tdr1tw5,45.13838310269483,3.7331797265785595e-05
tdr1tw7,41.22359796067007,4.17032651280448e-05
tdr1tw8,84.17698470502549,0.047071142546920956
tdr1twb,72.70575382374362,0.0013228451117404366
tdr1twh,50.07283321194465,3.022239516511852e-05
tdr1twk,48.50691915513474,2.8116597984383158e-05
tdr1twm,41.096139839766934,7.302460696760513e-05
tdr1twv,29.788783685360524,4.163990522012011e-05
tdr1tx0,72.06846321922797,0.0005047179332137745
tdr1tx3,65.56809905316825,9.853124852903051e-05
tdr1tx8,61.289147851420246,0.0016766899771451555
tdr1tx9,62.472687545520756,0.0006990432549777388
tdr1txd,61.78077203204661,0.00045841699570052454
tdr1txg,43.62709395484341,4.504998562310777e-05
tdr1txx,74.03495994173343,4.10616098233212e-05
tdr1tz7,74.07137654770575,0.000168203552797183
tdr1tz8,73.94391842680263,1.2659530524917935e-05
tdr1tz9,73.34304442825929,5.43824271573598e-05
tdr1tzc,73.9985433357611,3.076991879074739e-05
tdr1tzd,74.7632920611799,2.039484878790127e-05
tdr1tzg,77.94974508375819,0.0010306843513695242
tdr1u27,74.45375091041515,0.0001929969905402825
tdr1u2e,82.22869628550619,0.0007207040113217187
tdr1u2j,82.46540422432629,0.00010404098978301947
tdr1u2k,93.11726147123089,0.8894427841960354
tdr1u2m,93.04442825928624,0.981198400634892
tdr1u2n,82.72032046613256,0.0002218681883995757
tdr1u2p,81.42753095411508,4.0095048273263894e-05
tdr1u2s,81.57319737800437,0.005848727878643465
tdr1u2u,79.07865986890022,0.004082292431260075
tdr1u2v,92.22505462490895,0.8136551921574088
tdr1u3h,84.5047341587764,0.9558016205568534
tdr1u3k,79.20611798980335,0.000914277517066385
tdr1u3m,69.10961398397669,4.1741605115158216e-05
tdr1u3t,70.44792425345958,0.0017552102972718058
tdr1u3w,80.31682447195921,0.3193881705331628
tdr1u3z,73.17916970138383,0.0011744534788779178
tdr1u5w,18.809176984705026,7.450579088203848e-06
tdr1u60,23.47050254916242,1.641863451731472e-05
tdr1u61,28.696285506190822,8.211638412470791e-05
tdr1u80,59.796067006554985,5.88563486371178e-05
tdr1u81,56.245447924253455,4.0138003744292454e-05
tdr1u88,47.050254916241805,0.00010212866322538215
tdr1u89,37.39985433357611,5.1637103656863536e-05
tdr1u8d,38.51056081573198,2.825915489217891e-05
tdr1u8f,46.194464675892206,3.159997521226518e-05
tdr1u8j,66.46030589949017,0.00013208649133910176
tdr1u8m,42.2068463219228,1.773873577511803e-05
tdr1u8n,66.09613983976693,7.071646209559113e-05
tdr1u8p,95.26584122359796,0.3761740246654053
tdr1u8s,31.336489439184266,1.1821201908990557e-05
tdr1u95,56.51857246904588,1.5688306873472606e-05
tdr1u97,57.53823743627095,6.370836696618568e-05
tdr1u9f,86.65331391114348,0.030539365705074442
tdr1u9g,86.38018936635106,0.017588857652213536
tdr1u9s,96.41296431172614,0.9992315498373899
tdr1u9u,83.94027676620539,0.7034983711551401
tdr1u9v,88.98397669337218,0.9283578172775607
tdr1u9w,84.122359796067,0.01895776475233824
tdr1u9x,81.51857246904588,0.0005468110261940893
tdr1u9y,84.92352512745812,0.02152112064886858
tdr1u9z,83.26656955571741,0.0008371164579879016
tdr1ub0,81.59140568099053,0.00025894352679673094
tdr1ub1,92.86234522942462,0.8300122518840625
tdr1ub4,94.79242534595775,0.9958259450081159
tdr1ud4,89.51201747997086,0.9879713488540497
tdr1ud6,85.50619082301529,0.09417056096890611
tdr1ud7,65.79570284049527,2.4904723402226828e-05
tdr1ud8,66.49672250546249,0.00040763722800927045
tdr1ud9,72.68754552075747,3.6400593776818055e-05
tdr1udd,80.7538237436271,0.0006231755414210237
tdr1udh,85.88856518572469,0.036396361902990754
tdr1udm,47.32337946103423,0.00044037109985666537
tdr1udp,93.57246904588492,0.9083566012725122
tdr1udt,39.29351784413693,0.0008275760407474769
tdr1udv,73.23379461034231,0.0010781205237154286
tdr1uej,78.64166059723235,0.0016531957019213157
tdr1uem,79.15149308084487,0.007936608063202823
tdr1uet,75.56445739257101,0.002696057707111243
tdr1ueu,70.70284049526585,0.00010635321663997404
tdr1uev,84.75965040058267,0.19973518064814047
tdr1uf1,33.63073561544064,1.457042285758808e-05
tdr1uf4,73.83466860888565,3.14574289084717e-05
tdr1uf5,83.53969410050983,0.15224201881312793
tdr1uf8,55.025491624180624,2.994641380244952e-05
tdr1ufb,69.22796795338675,5.876784775755014e-05
tdr1ufc,71.15804806991989,0.0004027742039681385
tdr1uff,93.918426802622,0.9838369529889428
tdr1ufh,82.04661325564457,0.0001730691631774805
tdr1ufj,80.06190823015295,9.191719767998799e-05
tdr1ufn,81.93736343772761,0.2769839959013427
tdr1ufp,78.02257829570284,0.0005341566216998348
tdr1ug5,70.83029861616897,1.7422545903785118e-05
tdr1ug9,81.70975965040058,0.004307737571854725
tdr1ugb,69.61034231609614,0.0002565058138401875
tdr1ugc,81.24544792425345,0.004207937114147697
tdr1ugf,68.17188638018936,0.00026123321455409285
tdr1ugh,66.27822286962855,0.0008975722714801228
tdr1ugm,71.8681718863802,3.447630050261801e-05
tdr1ugr,53.86016023306628,6.525215182600375e-05
tdr1ugt,50.491624180626374,3.803870238954389e-05
tdr1ugv,40.84122359796067,6.305925857936725e-06
tdr1uh0,45.21121631463947,0.00010335806596703713
tdr1ukh,83.87654770575382,0.2253888091337701
tdr1ukk,88.09176984705024,0.6659649582643559
tdr1ukm,85.30589949016752,0.045967346571516854
tdr1ukt,78.60524399126001,0.00014839383710663905
tdr1ukv,77.14857975236707,0.00014992424212201746
tdr1umj,76.03787327021122,0.007678723010395919
tdr1umq,40.7319737800437,1.001247782591996e-05
tdr1un7,76.82083029861617,0.15427678066978706
tdr1uns,78.25928623452295,0.42699597434450554
tdr1unu,89.85797523670794,0.986715518475732
tdr1uph,86.78077203204661,0.9685336879019256
tdr1upt,97.85142024763293,0.9954561829127562
tdr1upv,99.16241806263656,0.9991685203920794
tdr1uqp,65.76839038601602,6.531734874965441e-06
tdr1uqr,69.17334304442826,0.00015351161093973893
tdr1uqx,79.33357611070649,0.0016740516889135366
tdr1usj,66.05972323379461,2.9168456420287587e-05
tdr1usm,91.3510560815732,0.9814588168607652
tdr1usn,75.83758193736344,0.001425173023032956
tdr1usp,72.35979606700656,8.870293191801188e-05
tdr1usq,98.30662782228697,0.9972301384288659
tdr1usr,61.90823015294975,3.7819117400343744e-05
tdr1usw,98.01529497450836,0.99959505993649
tdr1usx,81.15440640932266,5.9252811068158234e-05
tdr1usy,98.65258557902403,0.9977621889840371
tdr1utx,76.89366351056081,0.0017614025480929933
tdr1uty,91.58776402039331,0.07476402164481222
tdr1uu1,79.1332847778587,0.009659896478675822
tdr1uu3,68.22651128914785,3.6602695112134735e-05
tdr1uu4,69.46467589220686,5.5995293052653e-05
tdr1uu6,67.64384559359068,2.3403274933709543e-05
tdr1uu8,70.52075746540423,0.0011122813779356378
tdr1uu9,70.1019664967225,0.0002855737833485326
tdr1uub,82.81136198106337,0.04762256224583459
tdr1uuc,69.48288419519301,0.0004381347001892275
tdr1uud,50.8557902403496,7.55723083571989e-05
tdr1uug,58.02986161689731,0.00017754171130690785
tdr1uuj,43.445010924981794,7.666687568374666e-06
tdr1uum,36.47123088128186,3.763843396746562e-05
tdr1uus,42.00655498907502,8.902875738389269e-05
tdr1uv0,88.18281136198107,0.02216587556938548
tdr1uv1,86.3073561544064,0.012055003161073585
tdr1uv2,92.27967953386744,0.20462164694412724
tdr1uv3,81.33648943918426,0.0014626974607845188
tdr1uv5,37.25418790968681,1.4300190679647267e-05
tdr1uv8,90.91405680990532,0.6935431276793994
tdr1uv9,91.07793153678078,0.9966326829768422
tdr1uvh,34.340859431900945,2.0709993645114253e-05
tdr1uvk,36.744355426074286,2.2245090130701935e-05
tdr1uvz,60.979606700655495,0.0001702936302803355
tdr1uw1,75.0,8.555739166992563e-05
tdr1uw2,71.97742170429716,8.256689964073912e-05
tdr1uw3,73.6707938820102,4.2900156052315566e-05
tdr1uw4,79.64311726147123,8.50929609203198e-05
tdr1uw5,95.02913328477786,0.9862411537102784
tdr1uwh,88.9293517844137,0.4517284974612116
tdr1uwj,91.26001456664238,0.9979923785183962
tdr1uwm,89.38455935906774,0.9542319051032925
tdr1uwn,97.94246176256372,0.9994027882550924
tdr1uwp,89.78514202476329,0.5204150265409843
tdr1uwq,89.31172614712308,0.9877990243017024
tdr1uwt,86.4530225782957,0.251650959683802
tdr1uww,88.32847778587035,0.9109899266804022
tdr1uwy,89.12964311726147,0.7785189570071361
tdr1uxj,88.5469774217043,0.222113332797323
tdr1uxm,79.49745083758194,0.001898975958424135
tdr1uxn,77.13037144938092,0.019316435666454877
tdr1uxq,77.39439184268026,0.0019350029242936693
tdr1uxt,89.69410050983248,0.36933177806766837
tdr1uxv,93.62709395484342,0.992376649718691
tdr1uy0,81.20903131828113,0.14274625522102483
tdr1uy2,79.60670065549891,0.001757098598912529
tdr1uy6,71.95921340131099,1.5901980705789183e-05
tdr1uy8,82.52002913328478,0.005975604066452342
tdr1uyh,30.335032774945375,1.1639123744697526e-05
tdr1uyj,61.689730517115805,9.408278235390294e-06
tdr1uz0,65.29497450837583,1.6989161407579125e-05
tdr1uz2,61.50764748725419,0.00012061401516253974
tdr1uz3,55.20757465404225,6.090507463841247e-05
tdr1uz9,97.76037873270211,0.9855680430530496
tdr1uzc,92.4435542607429,0.785708075496191
