gh7,impact,pred_full
tdr1ncs,79.78878368536051,81.16125125534676
tdr1nct,76.34741442097597,75.65733765634985
tdr1ncu,79.87982520029134,81.03230739350549
tdr1ncv,78.5142024763292,81.12994409929583
tdr1ncw,70.08375819373634,70.62610147778894
tdr1ncx,65.40422432629279,66.6581788794546
tdr1nf4,97.23233794610341,95.32899113252232
tdr1npy,4.879825200291333,5.545437444276729
tdr1nzv,59.14056809905317,59.504314212961695
tdr1nzy,60.84304442825928,58.79831562028981
tdr1p5k,58.30298616168973,48.60518017835541
tdr1p8s,77.36707938820102,75.76759288834623
tdr1p96,84.34085943190095,80.76892633652326
tdr1p97,75.69191551347414,70.47517640367114
tdr1p9d,85.16023306627822,78.63200782141546
tdr1php,59.10415149308085,49.12188162777874
tdr1pk1,69.31900946831755,70.33085998030306
tdr1pk3,78.44136926438456,75.73662193429473
tdr1pnc,50.43699927166788,47.766887164113236
tdr1pnu,70.53896576839038,66.81845405113313
tdr1pp1,64.85797523670794,62.76868282221024
tdr1pp4,68.00801165331391,68.89035008665034
tdr1pp5,61.99927166788055,59.719271435618396
tdr1pry,42.680262199563,47.60635966064459
tdr1q0n,1.1471230881281864,4.4955887517042825
tdr1qbe,42.37072104879825,38.68832651153121
tdr1qbg,38.47414420975965,36.699314974451774
tdr1qbh,57.75673707210488,51.70593417869252
tdr1qbj,61.58048069919884,56.17582929144382
tdr1qc2,70.97596504005827,66.93589255668917
tdr1qc3,57.356154406409324,51.051570545275766
tdr1qc8,70.81209031318281,66.2711661185854
tdr1qc9,68.55426074289876,65.69983801596977
tdr1qcb,73.72541879096867,73.86040464082079
tdr1qdr,62.682083029861616,63.034641272005906
tdr1qdv,83.3211944646759,82.54271883593147
tdr1qdw,76.96649672250547,76.2389327186046
tdr1qdx,85.56081573197378,85.39847478726426
tdr1qdy,94.11871813546978,93.55066917972476
tdr1qeg,35.77931536780772,38.92618300545132
tdr1qej,78.38674435542607,72.10337674872427
tdr1qeq,62.49089584850692,63.518069040908244
tdr1qes,69.08230152949744,70.65782577384553
tdr1qeu,34.705025491624184,34.41237584676248
tdr1qf0,61.03423160961399,61.91577404956273
tdr1qmx,95.0109249817917,94.90266605813616
tdr1qmz,84.19519300801164,79.04428472828408
tdr1qnb,58.39402767662054,58.94928584777657
tdr1qnc,48.925710123816465,50.416852026453256
tdr1qpn,4.497450837581937,9.496008942204472
tdr1qqm,68.68171886380189,67.22763016853757
tdr1qqq,76.78441369264385,78.77852654411518
tdr1qqt,64.49380917698471,64.1647989060721
tdr1qqv,55.08011653313911,54.308700799764495
tdr1qrf,68.7727603787327,67.09978223708772
tdr1qs5,36.43481427530954,39.18912881511482
tdr1qsc,34.013109978150034,34.10486233197551
tdr1qt2,80.44428259286235,76.63805603045637
tdr1qt8,85.41514930808448,83.23831234687
tdr1qt9,83.44865258557903,80.5954279972345
tdr1qtd,65.36780772032047,68.39356830578079
tdr1qtq,9.304442825928623,10.576469199123956
tdr1qv1,21.613255644573925,22.041392996358592
tdr1qwd,70.5753823743627,73.09212286413454
tdr1qwe,67.95338674435543,69.41604722313188
tdr1qwq,77.87691187181355,76.13102820432279
tdr1qws,76.3292061179898,74.65730039697631
tdr1qwt,78.8055353241078,79.73330293967066
tdr1qww,77.03932993445011,78.66111462300047
tdr1qwy,74.83612527312454,76.69270504977345
tdr1qx4,60.81573197378004,62.92492299444353
tdr1qxq,21.522214129643118,21.62227797564488
tdr1qy5,29.20611798980335,28.261662614339397
tdr1qy7,40.91405680990532,43.40698728513239
tdr1qyd,27.47632920611799,29.91714721797949
tdr1qye,32.15586307356154,32.78710291484428
tdr1qzg,16.332847778587038,17.534491029521117
tdr1r5k,48.57975236707939,55.827992275065135
tdr1re3,63.63801893663511,65.45103462811514
tdr1re9,64.8761835396941,64.58033841524222
tdr1rhw,35.99781500364166,28.804779338980598
tdr1rn8,29.169701383831026,29.404185275504194
tdr1rp2,39.038601602330665,39.528844684413784
tdr1rp8,42.0611798980335,45.979636143353694
tdr1rrr,66.87909686817189,61.96909210721788
tdr1rrv,48.561544064093226,49.48245143051124
tdr1rrw,76.91187181354697,67.66292604442964
tdr1rrx,69.02767662053897,69.95766774640332
tdr1rs1,69.84705025491624,71.88860043386185
tdr1rs3,60.906773488710854,64.75564914379189
tdr1rs9,60.36052439912601,60.89259933763758
tdr1rwg,54.09686817188638,58.49502551929234
tdr1rwt,53.80553532410779,56.284451190090124
tdr1rww,45.010924981791696,45.39207236791896
tdr1rx2,67.47997086671522,63.69568432764652
tdr1ry1,35.815731973780046,29.80368752591807
tdr1ry2,29.44282592862345,31.489197952264323
tdr1s5e,67.00655498907501,67.75564189435467
tdr1s5g,57.92061179898034,57.929246432706464
tdr1s6s,47.47815003641661,47.06938114255381
tdr1s6u,46.94100509832484,50.87339183178847
tdr1s76,22.17771303714494,27.68664535502556
tdr1s9n,65.6318281136198,67.84347350142971
tdr1s9q,57.738528769118716,52.525222765033355
tdr1sg7,25.655498907501823,30.90843004670348
tdr1shh,69.37363437727603,67.62213139812539
tdr1shm,60.52439912600146,52.638609002728266
tdr1shw,72.28696285506192,64.9004722094846
tdr1sj6,89.25710123816461,80.10656503019405
tdr1sj9,92.11580480699199,83.93288518568758
tdr1sm4,88.25564457392571,82.28641820411333
tdr1sm5,88.72906045156591,76.30166119064619
tdr1smw,95.35688273852877,96.10582753862494
tdr1smz,98.61616897305171,99.97263797118163
tdr1spm,74.34450109249818,75.03918830145007
tdr1spq,71.17625637290604,72.35836458725838
tdr1spr,71.2490895848507,75.96262821774474
tdr1srd,15.222141296431172,14.702973822868394
tdr1sw0,95.66642388929351,95.09479134516953
tdr1sw1,91.13255644573925,88.01880841210884
tdr1swe,94.50109249817918,93.29784080493023
tdr1syc,77.6584122359796,74.0763557976183
tdr1sz4,76.17443554260743,74.58931261700106
tdr1szm,55.11653313911143,49.07029880251074
tdr1szr,73.52512745812089,74.21936901158678
tdr1szv,58.70356882738529,57.8777851810165
tdr1t2b,13.601602330662782,7.726327814888223
tdr1t2h,29.187909686817186,36.8361693137722
tdr1t2k,27.658412235979608,29.608420312215063
tdr1t2w,47.94246176256373,45.364084329091945
tdr1t3k,77.00291332847779,76.16573112141646
tdr1t3n,67.2068463219228,64.30343025083596
tdr1t3p,78.62345229424618,80.66553685070025
tdr1t3s,77.34887108521485,78.53969543680806
tdr1t3t,80.42607428987618,80.55678413587536
tdr1t3u,78.91478514202477,81.21186586820178
tdr1t3w,66.13255644573925,64.32720850365335
tdr1t3x,65.2585579024035,67.01956733333692
tdr1t3y,66.0233066278223,68.80827555712759
tdr1t5d,61.05243991260014,62.3249763200537
tdr1t5f,60.70648215586307,61.15419369153034
tdr1t5v,78.56882738528769,77.16908230397691
tdr1t5w,44.683175528040785,46.75402069089737
tdr1t5x,47.68754552075746,48.66263987004308
tdr1t6n,56.80080116533139,54.01466523118529
tdr1t6q,53.29570284049526,56.25225429572422
tdr1t71,41.78805535324108,42.331076621690016
tdr1t73,40.78659868900218,41.13930210394601
tdr1t76,43.40859431900947,44.95004944662363
tdr1t77,18.754552075746542,18.9504976676294
tdr1t79,44.88346686088857,46.881275064049866
tdr1t7k,19.009468317552805,19.17565172675479
tdr1t7p,72.76037873270211,72.90631163295176
tdr1t7q,76.8572469045885,75.86527080013994
tdr1t7r,73.81646030589948,75.4939863842427
tdr1t7w,72.25054624908958,72.26584254100045
tdr1t7x,74.12600145666424,75.33006713470297
tdr1t7z,62.3088128186453,64.11685208191221
tdr1t82,59.15877640203932,61.45913590337586
tdr1t8b,84.26802621995631,82.48200291840456
tdr1t90,95.2476329206118,93.50024304459112
tdr1t92,85.81573197378005,86.04991217354558
tdr1t98,74.89075018208304,76.77464288755448
tdr1tb5,22.669337217771304,19.945958577277025
tdr1tc2,73.08812818645303,72.94160288968152
tdr1tcy,61.70793882010197,64.07431116491294
tdr1tcz,58.903860160233066,63.134119214451715
tdr1td0,60.61544064093226,58.711297974787435
tdr1tdj,29.552075746540424,30.11781466151207
tdr1tem,21.44938091769847,23.155935962703225
tdr1tfg,80.68099053168245,75.04376499069244
tdr1tfp,58.466860888565186,63.94203322676247
tdr1tfz,90.76839038601602,89.45812314651835
tdr1tg5,80.17115804806993,67.68498257372883
tdr1tgn,90.07647487254188,82.74860249503011
tdr1tgp,86.19810633648945,87.1179193852813
tdr1th4,60.96139839766934,63.87738388744773
tdr1th5,62.18135469774217,65.5184627848113
tdr1thj,81.84632192279679,82.47673846447512
tdr1thm,87.60014566642388,88.97909096138983
tdr1thn,85.92498179169702,85.77753910572633
tdr1thq,80.37144938091771,81.17080756691796
tdr1thr,74.41733430444283,77.4337554360105
tdr1tht,84.04952658412236,84.5026053149211
tdr1thu,77.45812090313183,76.03893321813601
tdr1thw,95.72104879825201,94.38790682025696
tdr1tjn,14.038601602330663,12.363271811793863
tdr1tm3,19.41005098324836,20.652501933215877
tdr1tm5,40.386016023306624,40.63088805807124
tdr1tmc,36.4530225782957,34.99342434382901
tdr1tmh,38.45593590677348,44.45349451857154
tdr1tnf,63.82010196649672,63.734890210399094
tdr1tng,68.82738528769119,62.72406313727799
tdr1tnn,16.715222141296433,16.556306734857625
tdr1tnr,48.634377276037874,47.436038662427386
tdr1tnu,54.29715950473416,54.06452838362316
tdr1tny,54.22432629278951,48.36900537641489
tdr1tpm,42.753095411507644,35.44604668334719
tdr1tpq,51.78441369264385,44.690189228153216
tdr1tpr,97.42352512745812,93.46672166010403
tdr1tq7,52.931536780772035,54.782933680123826
tdr1tq8,39.60305899490167,37.85873200874549
tdr1tq9,87.18135469774218,87.33830738523064
tdr1tqd,63.18281136198106,63.544231790112285
tdr1tqf,89.14785142024763,85.78150119415656
tdr1tqk,59.55935906773489,48.9460804811817
tdr1tqm,55.73561544064093,60.337769221772184
tdr1tqn,65.24034959941733,65.01826919987428
tdr1tqp,75.43699927166789,77.40195316514243
tdr1tqq,49.05316824471959,52.22361466879616
tdr1tqr,67.69847050254916,68.914867376893
tdr1tqs,69.99271667880554,72.43368530783091
tdr1tqu,55.86307356154406,53.998705115499405
tdr1tqv,71.83175528040786,68.70274594909237
tdr1tr0,95.22942461762564,92.68901471053934
tdr1tr1,93.88201019664967,91.3536632808109
tdr1tr3,96.44938091769846,95.74249452360893
tdr1tr4,95.99417334304444,95.28649872599233
tdr1tr5,77.69482884195193,76.20556666927625
tdr1tr6,95.73925710123817,95.14267684130314
tdr1tr7,90.67734887108521,91.35717872786955
tdr1tr9,97.59650400582666,97.32343821605654
tdr1trc,94.28259286234523,93.39072624501456
tdr1trd,90.00364166059724,88.89199852164462
tdr1trf,99.10779315367807,97.83005355075365
tdr1trg,89.98543335761107,90.2597299182957
tdr1trq,61.92643845593591,64.95743349054993
tdr1tru,92.5892206846322,92.79185173816248
tdr1trv,93.51784413692644,93.51462676301772
tdr1trw,76.69337217771303,78.59197306764811
tdr1trx,84.01310997815004,85.39513718775343
tdr1try,93.84559359067734,92.67021972366047
tdr1trz,92.93517844136926,90.5839359837222
tdr1ts9,55.64457392571013,52.194623034285286
tdr1tsc,52.31245447924253,50.79148484581235
tdr1tsg,30.26219956300073,34.21604648118321
tdr1tsq,55.97232337946103,56.57044272643985
tdr1tsw,53.241077931536786,53.52832407367651
tdr1tsx,53.31391114348143,53.365272250902414
tdr1tsy,55.82665695557174,58.65083572955394
tdr1tte,46.68608885651857,40.85394162926514
tdr1ttg,46.84996358339403,40.657578194280596
tdr1tu2,48.74362709395484,50.492811105278
tdr1tu8,49.36270939548434,49.62691422395357
tdr1tv2,42.07938820101966,43.45492068252587
tdr1tv3,31.48215586307356,30.77671137371128
tdr1tvq,22.141296431172613,23.45822112097407
tdr1tvx,31.02694828841952,33.87856332863828
tdr1tvz,33.84923525127458,34.59805337467182
tdr1tw2,64.79424617625638,62.56840141748964
tdr1tw5,45.13838310269483,41.06016109026065
tdr1tw7,41.22359796067007,38.94640519652327
tdr1tw8,84.17698470502549,83.96300025132098
tdr1twb,72.70575382374362,73.58899938163593
tdr1twh,50.07283321194465,53.89938841787156
tdr1twk,48.50691915513474,47.12314710368641
tdr1twm,41.096139839766934,45.94363631257664
tdr1twv,29.788783685360524,29.736885033300723
tdr1tx0,72.06846321922797,73.73316168471405
tdr1tx3,65.56809905316825,63.03934825898845
tdr1tx8,61.289147851420246,63.86596281751187
tdr1tx9,62.472687545520756,61.28527474923867
tdr1txd,61.78077203204661,61.53955548851985
tdr1txg,43.62709395484341,41.51071431649865
tdr1txx,74.03495994173343,73.02664866802814
tdr1tz7,74.07137654770575,72.18271449867024
tdr1tz8,73.94391842680263,74.81053776156502
tdr1tz9,73.34304442825929,72.6629874572993
tdr1tzc,73.9985433357611,75.12543137906991
tdr1tzd,74.7632920611799,74.44662802501531
tdr1tzg,77.94974508375819,79.80157398222194
tdr1u27,74.45375091041515,73.60696416176832
tdr1u2e,82.22869628550619,83.20633478802762
tdr1u2j,82.46540422432629,82.86289142416312
tdr1u2k,93.11726147123089,93.69467645779105
tdr1u2m,93.04442825928624,92.0655085747789
tdr1u2n,82.72032046613256,82.26663400444045
tdr1u2p,81.42753095411508,83.20541717587919
tdr1u2s,81.57319737800437,84.83375622185042
tdr1u2u,79.07865986890022,80.88009756254309
tdr1u2v,92.22505462490895,92.90902052880699
tdr1u3h,84.5047341587764,88.4692445979705
tdr1u3k,79.20611798980335,80.7950418336877
tdr1u3m,69.10961398397669,68.65548687353642
tdr1u3t,70.44792425345958,70.91240763575689
tdr1u3w,80.31682447195921,82.0797165013822
tdr1u3z,73.17916970138383,75.12844238533589
tdr1u5w,18.809176984705026,18.51094458297508
tdr1u60,23.47050254916242,27.147646829316255
tdr1u61,28.696285506190822,27.696921068542345
tdr1u80,59.796067006554985,61.407557393410364
tdr1u81,56.245447924253455,54.325203545701626
tdr1u88,47.050254916241805,47.080253706196316
tdr1u89,37.39985433357611,32.243021917122064
tdr1u8d,38.51056081573198,37.336757437121385
tdr1u8f,46.194464675892206,47.082549655086275
tdr1u8j,66.46030589949017,64.27232624322986
tdr1u8m,42.2068463219228,37.03367244615004
tdr1u8n,66.09613983976693,65.727178575477
tdr1u8p,95.26584122359796,90.21894490983567
tdr1u8s,31.336489439184266,32.306566905083535
tdr1u95,56.51857246904588,57.05810483053577
tdr1u97,57.53823743627095,59.425171033036804
tdr1u9f,86.65331391114348,85.5267035159932
tdr1u9g,86.38018936635106,86.1953961802368
tdr1u9s,96.41296431172614,93.19947519480051
tdr1u9u,83.94027676620539,85.31569478683919
tdr1u9v,88.98397669337218,89.17537205221255
tdr1u9w,84.122359796067,85.46261099533484
tdr1u9x,81.51857246904588,82.69789979362203
tdr1u9y,84.92352512745812,85.98703793467257
tdr1u9z,83.26656955571741,85.2194224772041
tdr1ub0,81.59140568099053,76.17291827806689
tdr1ub1,92.86234522942462,89.38454818150451
tdr1ub4,94.79242534595775,91.89565487426772
tdr1ud4,89.51201747997086,89.12528708702244
tdr1ud6,85.50619082301529,86.25154236166897
tdr1ud7,65.79570284049527,66.53610146639795
tdr1ud8,66.49672250546249,70.89362332554599
tdr1ud9,72.68754552075747,71.88998246659158
tdr1udd,80.7538237436271,81.006370794473
tdr1udh,85.88856518572469,87.47724351790397
tdr1udm,47.32337946103423,46.99766416780102
tdr1udp,93.57246904588492,94.44000856643734
tdr1udt,39.29351784413693,35.35608611814862
tdr1udv,73.23379461034231,72.18257468000807
tdr1uej,78.64166059723235,80.88203413181297
tdr1uem,79.15149308084487,77.34578012434558
tdr1uet,75.56445739257101,78.52484054216981
tdr1ueu,70.70284049526585,67.24319702231635
tdr1uev,84.75965040058267,81.1470003627608
tdr1uf1,33.63073561544064,34.41232530463158
tdr1uf4,73.83466860888565,76.2509017412658
tdr1uf5,83.53969410050983,83.8467693764021
tdr1uf8,55.025491624180624,56.32809757160615
tdr1ufb,69.22796795338675,64.24989450286334
tdr1ufc,71.15804806991989,67.55255308269436
tdr1uff,93.918426802622,96.12364361217071
tdr1ufh,82.04661325564457,82.73529409355945
tdr1ufj,80.06190823015295,83.0240748915458
tdr1ufn,81.93736343772761,83.38464740607915
tdr1ufp,78.02257829570284,75.70446034447039
tdr1ug5,70.83029861616897,66.60899508261971
tdr1ug9,81.70975965040058,81.27425025704544
tdr1ugb,69.61034231609614,67.59682063812234
tdr1ugc,81.24544792425345,81.68770200962082
tdr1ugf,68.17188638018936,69.78443179999739
tdr1ugh,66.27822286962855,73.23046706484214
tdr1ugm,71.8681718863802,70.39625643338665
tdr1ugr,53.86016023306628,48.29066682574918
tdr1ugt,50.491624180626374,49.01072682421798
tdr1ugv,40.84122359796067,42.51704360027928
tdr1uh0,45.21121631463947,46.16697086206837
tdr1ukh,83.87654770575382,82.76130512066764
tdr1ukk,88.09176984705024,86.50561853237625
tdr1ukm,85.30589949016752,82.68006012968699
tdr1ukt,78.60524399126001,77.11961096912009
tdr1ukv,77.14857975236707,72.9766712587083
tdr1umj,76.03787327021122,76.63452296294761
tdr1umq,40.7319737800437,37.470413411945806
tdr1un7,76.82083029861617,71.33944644906133
tdr1uns,78.25928623452295,75.52844345972561
tdr1unu,89.85797523670794,87.59614492089317
tdr1uph,86.78077203204661,89.67469172367619
tdr1upt,97.85142024763293,94.12665567075153
tdr1upv,99.16241806263656,98.8572988446477
tdr1uqp,65.76839038601602,64.89981803918104
tdr1uqr,69.17334304442826,70.78669962278103
tdr1uqx,79.33357611070649,80.75089018302802
tdr1usj,66.05972323379461,61.564846177428194
tdr1usm,91.3510560815732,85.24559305895744
tdr1usn,75.83758193736344,74.08223138391025
tdr1usp,72.35979606700656,73.1646704735928
tdr1usq,98.30662782228697,97.16893594354404
tdr1usr,61.90823015294975,60.23454402023262
tdr1usw,98.01529497450836,96.37060223993161
tdr1usx,81.15440640932266,80.057052018277
tdr1usy,98.65258557902403,96.13621078584983
tdr1utx,76.89366351056081,77.4315934526448
tdr1uty,91.58776402039331,89.28770145551388
tdr1uu1,79.1332847778587,80.53639203314297
tdr1uu3,68.22651128914785,72.02808496991574
tdr1uu4,69.46467589220686,70.12773630828431
tdr1uu6,67.64384559359068,70.5788758054118
tdr1uu8,70.52075746540423,72.28475758777464
tdr1uu9,70.1019664967225,67.77055537486422
tdr1uub,82.81136198106337,78.92684728544977
tdr1uuc,69.48288419519301,69.96381741233252
tdr1uud,50.8557902403496,49.61062645815612
tdr1uug,58.02986161689731,62.27766885364775
tdr1uuj,43.445010924981794,45.48868823608771
tdr1uum,36.47123088128186,37.526660566139796
tdr1uus,42.00655498907502,47.76376984161354
tdr1uv0,88.18281136198107,85.4630882846808
tdr1uv1,86.3073561544064,82.58308575754012
tdr1uv2,92.27967953386744,88.64751099232689
tdr1uv3,81.33648943918426,82.50763657404534
tdr1uv5,37.25418790968681,36.48135525443885
tdr1uv8,90.91405680990532,90.22935392140333
tdr1uv9,91.07793153678078,92.94693890449707
tdr1uvh,34.340859431900945,31.654926132086633
tdr1uvk,36.744355426074286,36.307677109151264
tdr1uvz,60.979606700655495,42.88992444660524
tdr1uw1,75.0,73.97828656844924
tdr1uw2,71.97742170429716,71.73617721037755
tdr1uw3,73.6707938820102,72.79567868036587
tdr1uw4,79.64311726147123,82.06210499188111
tdr1uw5,95.02913328477786,92.86817398334637
tdr1uwh,88.9293517844137,87.8023086695679
tdr1uwj,91.26001456664238,90.51729005460295
tdr1uwm,89.38455935906774,90.9615769014953
tdr1uwn,97.94246176256372,94.85203873531313
tdr1uwp,89.78514202476329,88.95499508891567
tdr1uwq,89.31172614712308,90.87379363335894
tdr1uwt,86.4530225782957,87.7730737284642
tdr1uww,88.32847778587035,89.47929615217014
tdr1uwy,89.12964311726147,87.26902580838701
tdr1uxj,88.5469774217043,88.09672993391891
tdr1uxm,79.49745083758194,80.7331067494537
tdr1uxn,77.13037144938092,79.78221669297649
tdr1uxq,77.39439184268026,77.70281899165504
tdr1uxt,89.69410050983248,87.775158841438
tdr1uxv,93.62709395484342,95.46430650290111
tdr1uy0,81.20903131828113,82.64021121226884
tdr1uy2,79.60670065549891,75.26451750935638
tdr1uy6,71.95921340131099,72.26249575086317
tdr1uy8,82.52002913328478,82.84382135533325
tdr1uyh,30.335032774945375,32.797298071117396
tdr1uyj,61.689730517115805,63.68544741965237
tdr1uz0,65.29497450837583,69.09781200104295
tdr1uz2,61.50764748725419,57.811116708623466
tdr1uz3,55.20757465404225,59.179356640764844
tdr1uz9,97.76037873270211,96.43353631273258
tdr1uzc,92.4435542607429,90.45682004053958
tdr1v0e,57.95702840495266,57.352824429372454
tdr1v0g,67.0611798980335,67.86708820753252
tdr1v0p,99.5265841223598,99.4452653857396
tdr1v0r,98.36125273124546,97.88891214396325
tdr1v0s,61.63510560815732,58.84070392072206
tdr1v0u,65.54989075018209,63.19609650259769
tdr1v0x,98.0517115804807,96.69426634048853
tdr1v0z,99.41733430444283,98.17734800055132
tdr1v1f,39.56664238892935,39.895569552550526
tdr1v1r,82.84777858703569,85.21552547938347
tdr1v1v,99.27166788055352,98.49733525030953
tdr1v1z,93.09905316824472,91.15970108760835
tdr1v20,89.42097596504006,88.86378906207409
tdr1v21,91.2053896576839,93.58360274890042
tdr1v22,89.23889293517844,89.79458566803741
tdr1v24,91.73343044428259,91.77812669804146
tdr1v25,95.19300801165332,93.40021882698262
tdr1v26,88.49235251274581,88.6600449348404
tdr1v28,96.52221412964312,95.25335601509838
tdr1v2b,97.21412964311726,96.43576496523326
tdr1v2c,89.05680990531683,89.31239902730096
tdr1v2d,78.4231609613984,80.46595850453588
tdr1v2e,79.24253459577567,81.15193529562538
tdr1v2f,75.91041514930808,78.82650798290139
tdr1v2g,75.21849963583394,78.85412560764156
tdr1v2h,83.41223597960669,84.96292096068119
tdr1v2j,93.19009468317553,93.35953453828166
tdr1v2m,87.25418790968682,88.00872749103937
tdr1v2n,86.03423160961398,85.00850039894927
tdr1v2p,86.61689730517116,87.17370531076055
tdr1v2q,89.09322651128915,88.41223173485282
tdr1v2r,89.62126729788784,88.86937193618488
tdr1v2u,60.72469045884924,63.34159460196924
tdr1v2v,41.2053896576839,41.711133187412855
tdr1v2x,75.7647487254188,77.69890982043749
tdr1v30,92.09759650400584,90.45429006600348
tdr1v31,91.24180626365622,89.05573917503148
tdr1v33,88.80189366351055,89.43265124733168
tdr1v39,90.82301529497451,89.87339826023027
tdr1v3b,94.22796795338675,92.42202192445366
tdr1v3c,91.18718135469774,89.68395669238029
tdr1v3d,88.96576839038602,88.21470021810867
tdr1v3e,88.47414420975966,88.77908269144062
tdr1v3f,91.98834668608885,91.49888286950048
tdr1v3g,95.41150764748726,93.15261633436383
tdr1v3k,91.15076474872542,89.42596638594873
tdr1v3p,43.17188638018937,45.57629011084351
tdr1v3s,91.36926438455936,91.97797885453608
tdr1v3t,77.54916241806264,77.7771566408725
tdr1v3u,92.84413692643845,92.4201316585102
tdr1v3v,93.37217771303715,93.30876238632875
tdr1v3y,68.88201019664967,67.98107783285187
tdr1v4b,26.511289147851418,21.12813213432136
